,Year,Depth,Month,Day,po4
1838,1979.0,50.0,7.0,5.0,0.35
1839,1979.0,50.0,8.0,22.0,0.32
1840,1979.0,50.0,10.0,17.0,0.28
1841,1979.0,50.0,11.0,8.0,0.24
1842,1979.0,59.0,8.0,8.0,0.31
1843,1979.0,59.0,11.0,6.0,0.46
1844,1979.0,60.0,1.0,17.0,0.42
1845,1979.0,60.0,6.0,6.0,0.55
1846,1979.0,60.0,7.0,5.0,0.33
1847,1979.0,60.0,8.0,22.0,0.39
1848,1979.0,60.0,11.0,8.0,0.38
1849,1979.0,69.0,8.0,8.0,0.49
1850,1979.0,70.0,1.0,17.0,0.43
1851,1979.0,70.0,6.0,6.0,1.14
1852,1979.0,70.0,7.0,5.0,0.35
1853,1979.0,70.0,8.0,22.0,0.56
1854,1979.0,70.0,10.0,17.0,0.46
1855,1979.0,70.0,11.0,7.0,1.175
1856,1979.0,80.0,1.0,17.0,1.85
1857,1979.0,80.0,6.0,6.0,2.08
1858,1979.0,80.0,7.0,5.0,0.96
1859,1979.0,80.0,8.0,15.0,1.35
1860,1979.0,80.0,10.0,17.0,0.97
1861,1979.0,80.0,11.0,7.0,2.135
1862,1979.0,88.0,11.0,6.0,2.45
1863,1979.0,89.0,8.0,8.0,1.94
1864,1979.0,90.0,1.0,17.0,2.28
1865,1979.0,90.0,6.0,6.0,2.35
1866,1979.0,90.0,7.0,5.0,1.74
1867,1979.0,90.0,8.0,22.0,2.22
1868,1979.0,90.0,10.0,17.0,1.34
1869,1979.0,90.0,11.0,8.0,2.45
1870,1979.0,99.0,8.0,8.0,2.47
1871,1979.0,100.0,1.0,17.0,2.38
1872,1979.0,100.0,6.0,6.0,2.43
1873,1979.0,100.0,7.0,5.0,1.6
1874,1979.0,100.0,8.0,22.0,2.21
1875,1979.0,100.0,10.0,17.0,1.41
1876,1979.0,100.0,11.0,8.0,2.54
1877,1979.0,101.0,11.0,6.0,2.66
1878,1979.0,110.0,8.0,8.0,2.41
1879,1979.0,110.0,11.0,6.0,2.61
1880,1979.0,124.0,8.0,8.0,2.47
1881,1979.0,124.0,11.0,6.0,2.95
1882,1979.0,125.0,1.0,17.0,2.22
1883,1979.0,125.0,6.0,6.0,2.63
1884,1979.0,125.0,7.0,5.0,2.26
1885,1979.0,125.0,8.0,22.0,2.27
1886,1979.0,125.0,10.0,17.0,1.51
1887,1979.0,125.0,11.0,8.0,2.44
1888,1979.0,150.0,1.0,17.0,2.43
1889,1979.0,150.0,6.0,6.0,2.96
1890,1979.0,150.0,7.0,5.0,2.35
1891,1979.0,150.0,8.0,15.0,2.665
1892,1979.0,150.0,10.0,17.0,2.94
1893,1979.0,150.0,11.0,7.0,3.7800000000000002
1894,1979.0,174.0,8.0,8.0,3.54
1895,1979.0,175.0,1.0,17.0,2.7
1896,1979.0,175.0,6.0,6.0,3.25
1897,1979.0,175.0,7.0,5.0,2.73
1898,1979.0,175.0,8.0,22.0,3.0
1899,1979.0,175.0,11.0,8.0,4.02
1900,1979.0,176.0,11.0,6.0,4.42
1901,1979.0,200.0,1.0,17.0,3.24
1902,1979.0,200.0,6.0,6.0,3.77
1903,1979.0,200.0,7.0,5.0,3.17
1904,1979.0,200.0,8.0,15.0,3.8049999999999997
1905,1979.0,200.0,10.0,17.0,3.64
1906,1979.0,200.0,11.0,7.0,4.34
1907,1979.0,224.0,8.0,8.0,4.9
1908,1979.0,225.0,1.0,17.0,3.47
1909,1979.0,225.0,6.0,6.0,4.29
1910,1979.0,225.0,7.0,5.0,3.6
1911,1979.0,225.0,8.0,22.0,3.99
1912,1979.0,225.0,10.0,17.0,4.15
1913,1979.0,225.0,11.0,8.0,4.43
1914,1979.0,226.0,11.0,6.0,4.69
1915,1979.0,235.0,8.0,22.0,4.25
1916,1979.0,238.0,8.0,8.0,6.55
1917,1979.0,240.0,1.0,17.0,4.85
1918,1979.0,240.0,6.0,6.0,5.9
1919,1979.0,240.0,11.0,7.0,5.845
1920,1980.0,0.0,1.0,11.5,0.48
1921,1980.0,0.0,4.0,7.0,0.45
1922,1980.0,0.0,5.0,21.5,0.07
1923,1980.0,0.0,8.0,1.0,0.06
1924,1980.0,0.0,10.0,28.0,0.23
1925,1980.0,0.0,12.0,22.0,0.41
1926,1980.0,1.0,3.0,30.0,0.51
1927,1980.0,1.0,5.0,13.0,0.12
1928,1980.0,1.0,8.0,10.0,0.06
1929,1980.0,3.0,11.0,2.0,0.19
1930,1980.0,4.0,8.0,10.0,0.0
1931,1980.0,5.0,3.0,30.0,0.44
1932,1980.0,5.0,5.0,21.0,0.085
1933,1980.0,5.0,10.0,28.0,0.23
1934,1980.0,6.0,11.0,2.0,0.19
1935,1980.0,9.0,8.0,10.0,0.03
1936,1980.0,10.0,1.0,11.5,0.47
1937,1980.0,10.0,3.0,30.0,0.47
1938,1980.0,10.0,4.0,7.0,0.51
1939,1980.0,10.0,5.0,18.666666666666668,0.10666666666666667
1940,1980.0,10.0,8.0,1.0,0.18
1941,1980.0,10.0,10.0,28.0,0.23
1942,1980.0,10.0,11.0,2.0,0.21
1943,1980.0,10.0,12.0,22.0,0.46
1944,1980.0,14.0,3.0,30.0,0.43
1945,1980.0,14.0,5.0,13.0,0.1
1946,1980.0,14.0,8.0,10.0,0.0
1947,1980.0,15.0,5.0,29.0,0.06
1948,1980.0,15.0,10.0,28.0,0.24
1949,1980.0,15.0,11.0,2.0,0.2
1950,1980.0,19.0,3.0,30.0,0.46
1951,1980.0,19.0,5.0,13.0,0.09
1952,1980.0,19.0,8.0,10.0,0.01
1953,1980.0,20.0,1.0,16.0,0.39
1954,1980.0,20.0,5.0,29.0,0.08
1955,1980.0,20.0,10.0,28.0,0.27
1956,1980.0,20.0,11.0,2.0,0.2
1957,1980.0,28.0,5.0,13.0,0.14
1958,1980.0,28.0,8.0,10.0,0.2
1959,1980.0,29.0,3.0,30.0,0.43
1960,1980.0,30.0,1.0,16.0,0.35
1961,1980.0,30.0,5.0,29.0,0.17
1962,1980.0,30.0,10.0,28.0,0.27
1963,1980.0,30.0,11.0,2.0,0.22
1964,1980.0,39.0,3.0,30.0,0.53
1965,1980.0,39.0,8.0,10.0,0.35
1966,1980.0,40.0,1.0,16.0,0.42
1967,1980.0,40.0,5.0,21.0,0.395
1968,1980.0,40.0,10.0,28.0,0.31
1969,1980.0,40.0,11.0,2.0,0.22
1970,1980.0,49.0,3.0,30.0,0.5
1971,1980.0,49.0,5.0,13.0,0.5
1972,1980.0,49.0,8.0,10.0,0.49
1973,1980.0,50.0,1.0,16.0,0.44
1974,1980.0,50.0,5.0,29.0,0.39
1975,1980.0,50.0,10.0,28.0,0.4
1976,1980.0,51.0,11.0,2.0,0.32
1977,1980.0,58.0,5.0,13.0,0.67
1978,1980.0,59.0,8.0,10.0,0.44
1979,1980.0,60.0,1.0,16.0,0.47
1980,1980.0,60.0,3.0,30.0,0.54
1981,1980.0,60.0,5.0,29.0,0.58
1982,1980.0,60.0,10.0,28.0,0.58
1983,1980.0,60.0,11.0,2.0,0.62
1984,1980.0,68.0,5.0,13.0,2.04
1985,1980.0,69.0,3.0,30.0,1.34
1986,1980.0,70.0,1.0,16.0,2.3
1987,1980.0,70.0,5.0,29.0,1.52
1988,1980.0,70.0,8.0,10.0,0.6
1989,1980.0,70.0,10.0,28.0,1.14
1990,1980.0,70.0,11.0,2.0,1.63
1991,1980.0,79.0,8.0,10.0,1.68
1992,1980.0,80.0,1.0,11.5,1.6
1993,1980.0,80.0,3.0,30.0,2.44
1994,1980.0,80.0,4.0,7.0,1.82
1995,1980.0,80.0,5.0,18.666666666666668,1.9466666666666665
1996,1980.0,80.0,8.0,1.0,2.0
1997,1980.0,80.0,10.0,28.0,1.82
1998,1980.0,80.0,11.0,2.0,2.24
1999,1980.0,80.0,12.0,22.0,2.1
2000,1980.0,89.0,3.0,30.0,2.7
2001,1980.0,89.0,5.0,13.0,2.68
2002,1980.0,89.0,8.0,10.0,2.41
2003,1980.0,90.0,1.0,16.0,2.75
2004,1980.0,90.0,5.0,29.0,2.73
2005,1980.0,90.0,10.0,28.0,2.07
2006,1980.0,90.0,11.0,2.0,2.37
2007,1980.0,99.0,3.0,30.0,2.96
2008,1980.0,99.0,8.0,10.0,2.92
2009,1980.0,100.0,1.0,16.0,2.95
2010,1980.0,100.0,5.0,29.0,2.8
2011,1980.0,100.0,10.0,28.0,2.1
2012,1980.0,100.0,11.0,2.0,2.35
2013,1980.0,103.0,5.0,13.0,2.95
2014,1980.0,109.0,3.0,30.0,2.9
2015,1980.0,109.0,8.0,10.0,2.86
2016,1980.0,110.0,5.0,13.0,2.83
2017,1980.0,110.0,11.0,2.0,2.26
2018,1980.0,123.0,3.0,30.0,2.79
2019,1980.0,123.0,5.0,13.0,2.83
2020,1980.0,124.0,8.0,10.0,2.77
2021,1980.0,125.0,1.0,16.0,2.75
2022,1980.0,125.0,5.0,29.0,2.84
2023,1980.0,125.0,10.0,28.0,2.26
2024,1980.0,125.0,11.0,2.0,2.4
2025,1980.0,148.0,8.0,10.0,4.41
2026,1980.0,149.0,3.0,30.0,3.67
2027,1980.0,149.0,5.0,13.0,3.44
2028,1980.0,150.0,1.0,16.0,3.29
2029,1980.0,150.0,5.0,29.0,4.49
2030,1980.0,150.0,10.0,28.0,3.0
2031,1980.0,150.0,11.0,2.0,3.38
2032,1980.0,173.0,3.0,30.0,4.5
2033,1980.0,174.0,5.0,13.0,4.32
2034,1980.0,174.0,8.0,10.0,4.16
2035,1980.0,174.0,11.0,2.0,4.1
2036,1980.0,175.0,1.0,16.0,4.26
2037,1980.0,175.0,5.0,29.0,4.52
2038,1980.0,175.0,10.0,28.0,3.5
2039,1980.0,198.0,3.0,30.0,4.77
2040,1980.0,199.0,5.0,13.0,4.54
2041,1980.0,199.0,8.0,10.0,3.9
2042,1980.0,199.0,11.0,2.0,4.38
2043,1980.0,200.0,1.0,16.0,4.47
2044,1980.0,200.0,5.0,29.0,4.71
2045,1980.0,200.0,10.0,28.0,3.58
2046,1980.0,222.0,3.0,30.0,4.87
2047,1980.0,224.0,5.0,13.0,4.24
2048,1980.0,224.0,8.0,10.0,3.57
2049,1980.0,225.0,1.0,11.5,4.7
2050,1980.0,225.0,4.0,7.0,3.7
2051,1980.0,225.0,5.0,21.5,4.005
2052,1980.0,225.0,8.0,1.0,3.8
2053,1980.0,225.0,10.0,28.0,3.51
2054,1980.0,225.0,11.0,2.0,4.65
2055,1980.0,225.0,12.0,22.0,6.0
2056,1980.0,234.0,8.0,10.0,3.79
2057,1980.0,240.0,1.0,16.0,5.61
2058,1980.0,240.0,5.0,29.0,5.62
2059,1980.0,240.0,10.0,28.0,3.34
2060,1980.0,247.0,3.0,30.0,5.29
2061,1980.0,248.0,11.0,2.0,4.62
2062,1980.0,249.0,5.0,13.0,4.83
2063,1981.0,0.0,2.0,26.0,0.63
2064,1981.0,0.0,3.0,11.0,0.68
2065,1981.0,0.0,4.0,5.0,0.63
2066,1981.0,0.0,5.0,15.5,0.13
2067,1981.0,0.0,6.0,27.0,0.06
2068,1981.0,0.0,9.0,4.0,0.14
2069,1981.0,0.0,10.0,19.0,0.15
2070,1981.0,0.0,11.0,13.0,0.28500000000000003
2071,1981.0,1.0,4.0,4.0,0.59
2072,1981.0,1.0,5.0,16.0,0.04
2073,1981.0,1.0,8.0,5.0,0.09
2074,1981.0,2.0,11.0,17.0,0.3
2075,1981.0,3.0,5.0,13.0,0.14
2076,1981.0,4.0,10.0,31.0,0.16
2077,1981.0,5.0,3.0,11.0,0.68
2078,1981.0,5.0,4.0,4.0,0.59
2079,1981.0,5.0,5.0,14.5,0.085
2080,1981.0,5.0,8.0,5.0,0.0
2081,1981.0,5.0,11.0,17.0,0.24
2082,1981.0,9.0,10.0,31.0,0.16
2083,1981.0,10.0,2.0,26.0,0.7
2084,1981.0,10.0,3.0,11.0,0.68
2085,1981.0,10.0,4.0,4.5,0.59
2086,1981.0,10.0,5.0,15.666666666666666,0.12333333333333334
2087,1981.0,10.0,6.0,27.0,0.13
2088,1981.0,10.0,8.0,5.0,0.0
2089,1981.0,10.0,9.0,4.0,0.14
2090,1981.0,10.0,10.0,19.0,0.15
2091,1981.0,10.0,11.0,17.0,0.33
2092,1981.0,13.0,10.0,31.0,0.12
2093,1981.0,15.0,3.0,11.0,0.73
2094,1981.0,15.0,4.0,4.0,0.56
2095,1981.0,15.0,5.0,14.5,0.11
2096,1981.0,15.0,8.0,5.0,0.0
2097,1981.0,15.0,11.0,17.0,0.24
2098,1981.0,18.0,10.0,31.0,0.18
2099,1981.0,20.0,3.0,11.0,0.68
2100,1981.0,20.0,4.0,4.0,0.59
2101,1981.0,20.0,5.0,14.5,0.325
2102,1981.0,20.0,8.0,5.0,0.02
2103,1981.0,20.0,11.0,17.0,0.25
2104,1981.0,29.0,10.0,31.0,0.16
2105,1981.0,30.0,3.0,11.0,0.65
2106,1981.0,30.0,4.0,4.0,0.59
2107,1981.0,30.0,5.0,14.5,0.32
2108,1981.0,30.0,8.0,5.0,0.21
2109,1981.0,30.0,11.0,17.0,0.25
2110,1981.0,39.0,10.0,31.0,0.23
2111,1981.0,40.0,3.0,11.0,0.67
2112,1981.0,40.0,4.0,4.0,0.61
2113,1981.0,40.0,5.0,14.5,0.445
2114,1981.0,40.0,8.0,5.0,0.24
2115,1981.0,40.0,11.0,17.0,0.23
2116,1981.0,49.0,10.0,31.0,0.51
2117,1981.0,50.0,3.0,11.0,0.67
2118,1981.0,50.0,4.0,4.0,0.63
2119,1981.0,50.0,5.0,14.5,0.5549999999999999
2120,1981.0,50.0,8.0,5.0,0.38
2121,1981.0,50.0,11.0,17.0,0.48
2122,1981.0,59.0,10.0,31.0,0.65
2123,1981.0,60.0,2.0,26.0,0.7
2124,1981.0,60.0,3.0,11.0,0.68
2125,1981.0,60.0,4.0,4.5,0.63
2126,1981.0,60.0,5.0,15.666666666666666,0.5266666666666667
2127,1981.0,60.0,6.0,27.0,1.02
2128,1981.0,60.0,8.0,5.0,0.42
2129,1981.0,60.0,9.0,4.0,0.72
2130,1981.0,60.0,10.0,19.0,1.08
2131,1981.0,60.0,11.0,17.0,1.41
2132,1981.0,69.0,10.0,31.0,1.71
2133,1981.0,70.0,3.0,11.0,1.73
2134,1981.0,70.0,4.0,4.0,1.32
2135,1981.0,70.0,5.0,14.5,0.76
2136,1981.0,70.0,8.0,5.0,0.91
2137,1981.0,70.0,11.0,17.0,1.87
2138,1981.0,79.0,10.0,31.0,2.68
2139,1981.0,80.0,3.0,11.0,2.55
2140,1981.0,80.0,4.0,4.0,2.6
2141,1981.0,80.0,5.0,14.5,2.075
2142,1981.0,80.0,8.0,5.0,2.33
2143,1981.0,80.0,11.0,17.0,2.54
2144,1981.0,88.0,10.0,31.0,2.73
2145,1981.0,89.0,8.0,5.0,2.58
2146,1981.0,90.0,3.0,11.0,2.51
2147,1981.0,90.0,4.0,4.0,2.5
2148,1981.0,90.0,5.0,14.5,2.665
2149,1981.0,90.0,11.0,17.0,2.5
2150,1981.0,98.0,10.0,31.0,2.52
2151,1981.0,100.0,3.0,11.0,2.41
2152,1981.0,100.0,4.0,4.0,2.5
2153,1981.0,100.0,5.0,14.5,2.745
2154,1981.0,100.0,8.0,5.0,2.51
2155,1981.0,100.0,11.0,17.0,2.35
2156,1981.0,108.0,10.0,31.0,2.57
2157,1981.0,109.0,4.0,4.0,2.41
2158,1981.0,110.0,5.0,16.0,2.96
2159,1981.0,110.0,8.0,5.0,2.46
2160,1981.0,123.0,10.0,31.0,2.68
2161,1981.0,124.0,4.0,4.0,2.47
2162,1981.0,124.0,5.0,16.0,3.6
2163,1981.0,124.0,8.0,5.0,2.65
2164,1981.0,125.0,3.0,11.0,2.48
2165,1981.0,125.0,5.0,13.0,2.36
2166,1981.0,125.0,11.0,17.0,2.54
2167,1981.0,148.0,10.0,31.0,3.48
2168,1981.0,149.0,4.0,4.0,2.99
2169,1981.0,150.0,3.0,11.0,3.2
2170,1981.0,150.0,5.0,14.5,4.055
2171,1981.0,150.0,8.0,5.0,2.37
2172,1981.0,150.0,11.0,17.0,3.94
2173,1981.0,174.0,4.0,4.0,4.0
2174,1981.0,174.0,10.0,31.0,4.35
2175,1981.0,175.0,3.0,11.0,4.1
2176,1981.0,175.0,5.0,14.5,4.4
2177,1981.0,175.0,8.0,5.0,4.14
2178,1981.0,175.0,11.0,17.0,4.64
2179,1981.0,198.0,10.0,31.0,4.73
2180,1981.0,199.0,5.0,16.0,5.43
2181,1981.0,199.0,8.0,5.0,4.44
2182,1981.0,200.0,3.0,11.0,4.7
2183,1981.0,200.0,4.0,4.0,4.62
2184,1981.0,200.0,5.0,13.0,4.56
2185,1981.0,200.0,11.0,17.0,5.28
2186,1981.0,224.0,4.0,4.0,4.98
2187,1981.0,224.0,5.0,16.0,6.01
2188,1981.0,225.0,2.0,26.0,4.9
2189,1981.0,225.0,3.0,11.0,4.89
2190,1981.0,225.0,4.0,5.0,5.1
2191,1981.0,225.0,5.0,15.5,5.135
2192,1981.0,225.0,9.0,4.0,5.6
2193,1981.0,225.0,10.0,25.0,5.095000000000001
2194,1981.0,225.0,11.0,13.0,5.08
2195,1981.0,237.0,8.0,5.0,5.41
2196,1981.0,238.0,10.0,31.0,6.11
2197,1981.0,239.0,8.0,5.0,5.52
2198,1981.0,240.0,3.0,11.0,5.2
2199,1981.0,240.0,5.0,13.0,5.34
2200,1981.0,240.0,11.0,17.0,5.84
2201,1981.0,241.0,4.0,4.0,5.39
2202,1981.0,246.0,5.0,16.0,6.93
2203,1982.0,0.0,2.0,19.0,0.6
2204,1982.0,0.0,3.0,8.5,0.55
2205,1982.0,0.0,5.0,19.0,0.1
2206,1982.0,0.0,7.0,15.0,0.09
2207,1982.0,0.0,8.0,13.0,0.13333333333333333
2208,1982.0,0.0,9.0,30.0,0.24
2209,1982.0,0.0,11.0,17.0,0.26
2210,1982.0,1.0,2.0,8.0,0.64
2211,1982.0,1.0,3.0,30.0,0.56
2212,1982.0,1.0,5.0,20.0,0.09
2213,1982.0,1.0,8.0,7.0,0.04
2214,1982.0,1.0,10.0,31.0,0.11
2215,1982.0,2.0,5.0,19.0,0.06
2216,1982.0,2.0,11.0,17.0,0.23
2217,1982.0,3.0,8.0,7.0,0.07
2218,1982.0,4.0,2.0,8.0,0.64
2219,1982.0,5.0,3.0,19.5,0.565
2220,1982.0,5.0,5.0,19.5,0.07
2221,1982.0,5.0,8.0,4.0,0.02
2222,1982.0,5.0,10.0,31.0,0.13
2223,1982.0,5.0,11.0,17.0,0.24
2224,1982.0,8.0,2.0,8.0,0.64
2225,1982.0,8.0,8.0,7.0,0.08
2226,1982.0,10.0,2.0,19.0,0.61
2227,1982.0,10.0,3.0,15.666666666666666,0.5366666666666666
2228,1982.0,10.0,5.0,19.5,0.07
2229,1982.0,10.0,7.0,15.0,0.1
2230,1982.0,10.0,8.0,17.5,0.765
2231,1982.0,10.0,9.0,30.0,0.21
2232,1982.0,10.0,10.0,31.0,0.13
2233,1982.0,10.0,11.0,17.0,0.25
2234,1982.0,12.0,2.0,8.0,0.66
2235,1982.0,13.0,8.0,7.0,0.08
2236,1982.0,14.0,10.0,31.0,0.12
2237,1982.0,15.0,3.0,19.5,0.58
2238,1982.0,15.0,5.0,19.5,0.10500000000000001
2239,1982.0,15.0,8.0,4.0,0.02
2240,1982.0,15.0,11.0,17.0,0.25
2241,1982.0,18.0,8.0,7.0,0.11
2242,1982.0,19.0,2.0,8.0,0.67
2243,1982.0,20.0,3.0,19.5,0.6
2244,1982.0,20.0,5.0,19.5,0.15
2245,1982.0,20.0,8.0,4.0,0.02
2246,1982.0,20.0,10.0,31.0,0.12
2247,1982.0,20.0,11.0,17.0,0.23
2248,1982.0,25.0,8.0,4.0,0.03
2249,1982.0,29.0,8.0,7.0,0.18
2250,1982.0,30.0,3.0,9.0,0.6
2251,1982.0,30.0,5.0,19.5,0.245
2252,1982.0,30.0,8.0,4.0,0.1
2253,1982.0,30.0,10.0,31.0,0.12
2254,1982.0,30.0,11.0,17.0,0.24
2255,1982.0,31.0,3.0,30.0,0.65
2256,1982.0,33.0,2.0,8.0,0.65
2257,1982.0,39.0,2.0,8.0,0.65
2258,1982.0,39.0,5.0,20.0,0.27
2259,1982.0,39.0,8.0,7.0,0.32
2260,1982.0,40.0,3.0,19.5,0.6699999999999999
2261,1982.0,40.0,5.0,19.0,0.37
2262,1982.0,40.0,8.0,4.0,0.24
2263,1982.0,40.0,10.0,31.0,0.14
2264,1982.0,40.0,11.0,17.0,0.25
2265,1982.0,48.0,2.0,8.0,0.65
2266,1982.0,49.0,8.0,7.0,0.47
2267,1982.0,50.0,3.0,19.5,0.7749999999999999
2268,1982.0,50.0,5.0,19.5,0.665
2269,1982.0,50.0,8.0,4.0,0.44
2270,1982.0,50.0,10.0,31.0,0.48
2271,1982.0,50.0,11.0,17.0,0.23
2272,1982.0,58.0,2.0,8.0,0.68
2273,1982.0,58.0,8.0,7.0,0.75
2274,1982.0,60.0,2.0,19.0,0.62
2275,1982.0,60.0,3.0,15.666666666666666,1.02
2276,1982.0,60.0,5.0,19.5,0.8300000000000001
2277,1982.0,60.0,7.0,15.0,0.68
2278,1982.0,60.0,8.0,17.5,0.755
2279,1982.0,60.0,9.0,30.0,0.8
2280,1982.0,60.0,10.0,31.0,0.58
2281,1982.0,60.0,11.0,17.0,0.23
2282,1982.0,68.0,2.0,8.0,2.02
2283,1982.0,70.0,3.0,9.0,2.39
2284,1982.0,70.0,5.0,19.5,1.73
2285,1982.0,70.0,8.0,5.5,1.0550000000000002
2286,1982.0,70.0,10.0,31.0,0.91
2287,1982.0,70.0,11.0,17.0,0.86
2288,1982.0,71.0,3.0,30.0,2.01
2289,1982.0,78.0,2.0,8.0,2.65
2290,1982.0,79.0,10.0,31.0,1.78
2291,1982.0,80.0,3.0,19.5,2.87
2292,1982.0,80.0,5.0,19.5,2.6550000000000002
2293,1982.0,80.0,8.0,5.5,2.28
2294,1982.0,80.0,11.0,17.0,2.22
2295,1982.0,88.0,2.0,8.0,2.84
2296,1982.0,90.0,3.0,9.0,3.6
2297,1982.0,90.0,5.0,19.5,2.94
2298,1982.0,90.0,8.0,5.5,2.885
2299,1982.0,90.0,10.0,31.0,2.79
2300,1982.0,90.0,11.0,17.0,2.96
2301,1982.0,91.0,3.0,30.0,3.14
2302,1982.0,99.0,2.0,8.0,3.45
2303,1982.0,100.0,3.0,9.0,3.68
2304,1982.0,100.0,5.0,19.5,3.1950000000000003
2305,1982.0,100.0,8.0,5.5,3.1500000000000004
2306,1982.0,100.0,11.0,17.0,3.05
2307,1982.0,101.0,3.0,30.0,3.49
2308,1982.0,108.0,2.0,8.0,3.26
2309,1982.0,109.0,8.0,7.0,3.22
2310,1982.0,110.0,5.0,20.0,3.44
2311,1982.0,111.0,3.0,30.0,3.19
2312,1982.0,122.0,2.0,8.0,3.1
2313,1982.0,124.0,8.0,7.0,3.3
2314,1982.0,125.0,3.0,9.0,2.74
2315,1982.0,125.0,5.0,19.5,3.215
2316,1982.0,125.0,8.0,4.0,3.65
2317,1982.0,125.0,11.0,17.0,3.39
2318,1982.0,126.0,3.0,30.0,3.91
2319,1982.0,148.0,2.0,8.0,3.39
2320,1982.0,150.0,3.0,9.0,4.0
2321,1982.0,150.0,5.0,19.5,4.265
2322,1982.0,150.0,8.0,5.5,4.445
2323,1982.0,150.0,11.0,17.0,4.88
2324,1982.0,151.0,3.0,30.0,4.6
2325,1982.0,174.0,2.0,8.0,4.27
2326,1982.0,174.0,5.0,20.0,4.6
2327,1982.0,175.0,3.0,19.5,5.109999999999999
2328,1982.0,175.0,5.0,19.0,5.24
2329,1982.0,175.0,8.0,4.0,4.98
2330,1982.0,175.0,11.0,17.0,5.08
2331,1982.0,176.0,8.0,7.0,4.95
2332,1982.0,197.0,2.0,8.0,4.74
2333,1982.0,200.0,3.0,19.5,5.465
2334,1982.0,200.0,5.0,19.5,5.285
2335,1982.0,200.0,8.0,4.0,5.16
2336,1982.0,200.0,11.0,17.0,5.27
2337,1982.0,202.0,8.0,7.0,5.29
2338,1982.0,223.0,2.0,8.0,5.68
2339,1982.0,224.0,5.0,20.0,5.37
2340,1982.0,225.0,2.0,19.0,4.4
2341,1982.0,225.0,3.0,15.666666666666666,5.466666666666666
2342,1982.0,225.0,5.0,19.0,5.0
2343,1982.0,225.0,7.0,15.0,5.0
2344,1982.0,225.0,8.0,17.5,4.6
2345,1982.0,225.0,9.0,30.0,5.4
2346,1982.0,225.0,11.0,17.0,5.76
2347,1982.0,227.0,8.0,7.0,5.85
2348,1982.0,235.0,11.0,17.0,6.12
2349,1982.0,239.0,10.0,31.0,4.92
2350,1982.0,240.0,3.0,9.0,5.93
2351,1982.0,240.0,5.0,19.0,6.92
2352,1982.0,240.0,8.0,4.0,5.61
2353,1982.0,243.0,8.0,7.0,6.3
2354,1982.0,246.0,3.0,30.0,6.46
2355,1982.0,248.0,2.0,8.0,5.92
2356,1983.0,0.0,1.0,18.0,0.56
2357,1983.0,0.0,2.0,10.0,0.77
2358,1983.0,0.0,3.0,16.0,0.685
2359,1983.0,0.0,6.0,13.0,0.07
2360,1983.0,0.0,7.0,11.0,0.21
2361,1983.0,0.0,8.0,31.0,0.1
2362,1983.0,0.0,9.0,21.0,0.07
2363,1983.0,0.0,10.0,13.0,0.35
2364,1983.0,0.0,11.0,16.0,0.34
2365,1983.0,1.0,4.0,2.0,0.66
2366,1983.0,1.0,5.0,22.0,0.07
2367,1983.0,1.0,7.0,3.0,0.03
2368,1983.0,1.0,8.0,11.0,0.0
2369,1983.0,1.0,11.0,7.5,0.27
2370,1983.0,2.0,6.0,13.0,0.07
2371,1983.0,2.0,11.0,16.0,0.32
2372,1983.0,3.0,8.0,11.0,0.0
2373,1983.0,5.0,1.0,21.0,0.52
2374,1983.0,5.0,6.0,13.0,0.03
2375,1983.0,5.0,9.0,21.0,0.05
2376,1983.0,5.0,11.0,10.333333333333334,0.29
2377,1983.0,6.0,4.0,2.0,0.68
2378,1983.0,6.0,5.0,22.0,0.08
2379,1983.0,8.0,8.0,11.0,0.0
2380,1983.0,10.0,1.0,18.0,0.645
2381,1983.0,10.0,2.0,10.0,0.82
2382,1983.0,10.0,3.0,16.0,0.72
2383,1983.0,10.0,6.0,13.0,0.04
2384,1983.0,10.0,7.0,7.0,0.125
2385,1983.0,10.0,8.0,31.0,0.09
2386,1983.0,10.0,9.0,21.0,0.05
2387,1983.0,10.0,10.0,13.0,0.34
2388,1983.0,10.0,11.0,10.333333333333334,0.2733333333333333
2389,1983.0,11.0,4.0,2.0,0.68
2390,1983.0,11.0,5.0,22.0,0.09
2391,1983.0,14.0,8.0,11.0,0.01
2392,1983.0,14.0,11.0,3.0,0.24
2393,1983.0,15.0,1.0,21.0,0.53
2394,1983.0,15.0,5.0,22.0,0.08
2395,1983.0,15.0,6.0,13.0,0.09
2396,1983.0,15.0,9.0,21.0,0.07
2397,1983.0,15.0,11.0,14.0,0.315
2398,1983.0,17.0,4.0,2.0,0.68
2399,1983.0,18.0,8.0,11.0,0.03
2400,1983.0,19.0,11.0,12.0,0.31
2401,1983.0,20.0,1.0,21.0,0.53
2402,1983.0,20.0,5.0,22.0,0.1
2403,1983.0,20.0,6.0,13.0,0.09
2404,1983.0,20.0,9.0,21.0,0.06
2405,1983.0,20.0,11.0,9.5,0.27
2406,1983.0,21.0,7.0,3.0,0.1
2407,1983.0,22.0,4.0,2.0,0.68
2408,1983.0,29.0,8.0,11.0,0.36
2409,1983.0,29.0,11.0,3.0,0.25
2410,1983.0,30.0,1.0,21.0,0.53
2411,1983.0,30.0,5.0,22.0,0.43
2412,1983.0,30.0,6.0,13.0,0.42
2413,1983.0,30.0,7.0,3.0,0.44
