,Year,Depth,Month,Day,po4
0,1958.0,2.0,2.0,15.0,0.13
1,1958.0,80.0,2.0,15.0,0.85
2,1958.0,80.0,7.0,25.0,0.35
3,1958.0,100.0,7.0,25.0,0.92
4,1958.0,100.0,11.0,8.0,0.88
5,1959.0,2.0,2.0,2.0,0.21
6,1959.0,2.0,4.0,16.0,0.13
7,1959.0,231.0,10.0,21.0,10.6
8,1960.0,2.0,2.0,3.0,0.21
9,1960.0,2.0,3.0,19.0,0.27
10,1960.0,100.0,2.0,3.0,1.14
11,1960.0,100.0,3.0,19.0,0.77
12,1960.0,100.0,8.0,28.0,0.86
13,1960.0,100.0,11.0,1.0,1.0
14,1961.0,2.0,1.0,12.0,0.19
15,1961.0,2.0,4.0,15.0,0.12
16,1961.0,100.0,1.0,12.0,1.11
17,1961.0,100.0,4.0,15.0,1.05
18,1961.0,100.0,7.0,22.0,1.16
19,1961.0,100.0,11.0,9.0,1.32
20,1961.0,230.0,1.0,12.0,8.5
21,1961.0,240.0,7.0,22.0,1.82
22,1962.0,0.0,10.0,25.0,0.1
23,1962.0,2.0,1.0,11.0,0.72
24,1962.0,2.0,4.0,4.0,0.65
25,1962.0,5.0,10.0,25.0,0.12
26,1962.0,10.0,10.0,25.0,0.1
27,1962.0,15.0,10.0,25.0,0.1
28,1962.0,20.0,10.0,25.0,0.11
29,1962.0,30.0,10.0,25.0,0.09
30,1962.0,40.0,10.0,25.0,0.11
31,1962.0,50.0,10.0,25.0,0.26
32,1962.0,60.0,10.0,25.0,0.33
33,1962.0,70.0,10.0,25.0,0.41
34,1962.0,80.0,10.0,25.0,0.45
35,1962.0,90.0,10.0,25.0,1.26
36,1962.0,100.0,1.0,11.0,1.56
37,1962.0,100.0,4.0,4.0,1.52
38,1962.0,100.0,10.0,25.0,1.35
39,1962.0,125.0,10.0,25.0,1.56
40,1962.0,150.0,10.0,25.0,2.17
41,1962.0,175.0,10.0,25.0,2.56
42,1962.0,200.0,10.0,25.0,2.56
43,1962.0,225.0,10.0,25.0,2.41
44,1962.0,239.0,4.0,4.0,2.31
45,1962.0,240.0,10.0,25.0,2.8
46,1963.0,0.0,8.0,15.0,0.17
47,1963.0,0.0,10.0,23.0,0.02
48,1963.0,2.0,2.0,23.0,0.25
49,1963.0,5.0,8.0,15.0,0.14
50,1963.0,5.0,10.0,23.0,0.02
51,1963.0,10.0,8.0,15.0,0.14
52,1963.0,10.0,10.0,23.0,0.05
53,1963.0,15.0,8.0,15.0,0.17
54,1963.0,15.0,10.0,23.0,0.02
55,1963.0,20.0,8.0,15.0,0.21
56,1963.0,20.0,10.0,23.0,0.02
57,1963.0,30.0,8.0,15.0,0.21
58,1963.0,30.0,10.0,23.0,0.05
59,1963.0,40.0,8.0,15.0,0.21
60,1963.0,40.0,10.0,23.0,0.05
61,1963.0,50.0,8.0,15.0,0.21
62,1963.0,50.0,10.0,23.0,0.08
63,1963.0,60.0,8.0,15.0,0.3
64,1963.0,60.0,10.0,23.0,0.15
65,1963.0,70.0,8.0,15.0,0.83
66,1963.0,70.0,10.0,23.0,0.41
67,1963.0,80.0,2.0,23.0,1.44
68,1963.0,80.0,5.0,19.0,1.02
69,1963.0,80.0,8.0,14.0,1.1
70,1963.0,80.0,9.0,24.0,1.33
71,1963.0,80.0,10.0,23.0,0.89
72,1963.0,90.0,8.0,15.0,1.09
73,1963.0,90.0,10.0,23.0,1.18
74,1963.0,100.0,2.0,23.0,1.39
75,1963.0,100.0,5.0,19.0,1.45
76,1963.0,100.0,8.0,14.0,1.28
77,1963.0,100.0,9.0,24.0,1.61
78,1963.0,100.0,10.0,23.0,1.28
79,1963.0,125.0,8.0,15.0,1.3
80,1963.0,125.0,10.0,23.0,1.62
81,1963.0,150.0,8.0,15.0,2.09
82,1963.0,150.0,10.0,23.0,3.05
83,1963.0,175.0,8.0,15.0,3.35
84,1963.0,175.0,10.0,23.0,4.59
85,1963.0,200.0,8.0,15.0,3.96
86,1963.0,200.0,10.0,23.0,5.51
87,1963.0,230.0,2.0,23.0,5.66
88,1963.0,230.0,5.0,19.0,7.23
89,1963.0,230.0,8.0,13.0,9.31
90,1963.0,230.0,9.0,24.0,6.51
91,1963.0,240.0,10.0,23.0,9.0
92,1963.0,250.0,8.0,15.0,9.61
93,1964.0,0.0,1.0,10.0,0.22
94,1964.0,0.0,4.0,15.0,0.17
95,1964.0,0.0,8.0,5.0,0.2
96,1964.0,0.0,11.0,4.0,0.11
97,1964.0,2.0,1.0,10.0,0.22
98,1964.0,2.0,2.0,28.0,0.16
99,1964.0,2.0,4.0,15.0,0.17
100,1964.0,5.0,1.0,10.0,0.22
101,1964.0,5.0,4.0,15.0,0.15
102,1964.0,5.0,8.0,5.0,0.14500000000000002
103,1964.0,5.0,11.0,4.0,0.08
104,1964.0,10.0,1.0,10.0,0.23
105,1964.0,10.0,4.0,15.0,0.17
106,1964.0,10.0,8.0,5.0,0.16499999999999998
107,1964.0,10.0,11.0,4.0,0.1
108,1964.0,15.0,1.0,10.0,0.19
109,1964.0,15.0,4.0,15.0,0.16
110,1964.0,15.0,8.0,5.0,0.19
111,1964.0,15.0,11.0,4.0,0.1
112,1964.0,20.0,1.0,10.0,0.22
113,1964.0,20.0,4.0,15.0,0.14
114,1964.0,20.0,8.0,5.0,0.2
115,1964.0,20.0,11.0,4.0,0.08
116,1964.0,25.0,8.0,5.0,0.25
117,1964.0,30.0,1.0,10.0,0.2
118,1964.0,30.0,4.0,15.0,0.14
119,1964.0,30.0,8.0,5.0,0.22999999999999998
120,1964.0,30.0,11.0,4.0,0.1
121,1964.0,40.0,1.0,10.0,0.22
122,1964.0,40.0,4.0,15.0,0.15
123,1964.0,40.0,8.0,5.0,0.195
124,1964.0,40.0,11.0,4.0,0.22
125,1964.0,50.0,1.0,10.0,0.22
126,1964.0,50.0,4.0,15.0,0.29
127,1964.0,50.0,8.0,5.0,0.215
128,1964.0,50.0,11.0,4.0,0.19
129,1964.0,60.0,1.0,10.0,0.46
130,1964.0,60.0,4.0,15.0,0.51
131,1964.0,60.0,8.0,5.0,0.39
132,1964.0,60.0,11.0,4.0,0.67
133,1964.0,70.0,1.0,10.0,1.17
134,1964.0,70.0,4.0,15.0,1.66
135,1964.0,70.0,8.0,5.0,1.2149999999999999
136,1964.0,70.0,11.0,4.0,2.0
137,1964.0,80.0,1.0,10.0,1.62
138,1964.0,80.0,2.0,28.0,0.98
139,1964.0,80.0,4.0,15.0,1.42
140,1964.0,80.0,5.0,15.0,1.24
141,1964.0,80.0,8.0,10.0,1.4733333333333334
142,1964.0,80.0,11.0,7.5,1.96
143,1964.0,90.0,1.0,10.0,1.68
144,1964.0,90.0,4.0,15.0,1.55
145,1964.0,90.0,8.0,5.0,1.77
146,1964.0,90.0,11.0,4.0,2.5
147,1964.0,100.0,1.0,10.0,1.79
148,1964.0,100.0,2.0,28.0,1.35
149,1964.0,100.0,4.0,15.0,1.46
150,1964.0,100.0,5.0,15.0,1.38
151,1964.0,100.0,8.0,10.0,1.5266666666666666
152,1964.0,100.0,11.0,7.5,1.85
153,1964.0,125.0,1.0,10.0,2.35
154,1964.0,125.0,4.0,15.0,1.87
155,1964.0,125.0,8.0,5.0,1.85
156,1964.0,125.0,11.0,4.0,1.8
157,1964.0,150.0,1.0,10.0,4.4
158,1964.0,150.0,4.0,15.0,2.23
159,1964.0,150.0,8.0,5.0,3.1
160,1964.0,150.0,11.0,4.0,2.9
161,1964.0,175.0,1.0,10.0,6.15
162,1964.0,175.0,4.0,15.0,2.78
163,1964.0,175.0,8.0,5.0,3.7
164,1964.0,175.0,11.0,4.0,3.3
165,1964.0,200.0,1.0,10.0,7.1
166,1964.0,200.0,4.0,15.0,3.78
167,1964.0,200.0,8.0,5.0,3.75
168,1964.0,200.0,11.0,4.0,3.4
169,1964.0,225.0,1.0,10.0,6.45
170,1964.0,225.0,4.0,15.0,3.01
171,1964.0,225.0,8.0,5.0,3.075
172,1964.0,225.0,11.0,4.0,2.6
173,1964.0,230.0,5.0,15.0,2.5
174,1964.0,230.0,8.0,20.0,2.05
175,1964.0,230.0,11.0,11.0,1.98
176,1964.0,240.0,4.0,15.0,2.29
177,1964.0,240.0,8.0,5.0,2.46
178,1964.0,245.0,11.0,4.0,2.4
179,1965.0,0.0,1.0,13.0,0.12
180,1965.0,0.0,4.0,7.0,0.09
181,1965.0,0.0,6.0,14.0,0.14
182,1965.0,0.0,8.0,28.0,0.02
183,1965.0,0.0,12.0,9.0,0.28
184,1965.0,2.0,1.0,13.0,0.12
185,1965.0,2.0,4.0,7.0,0.09
186,1965.0,5.0,1.0,13.0,0.13
187,1965.0,5.0,4.0,7.0,0.12
188,1965.0,5.0,6.0,14.0,0.04
189,1965.0,5.0,8.0,28.0,0.02
190,1965.0,5.0,12.0,9.0,0.23
191,1965.0,10.0,1.0,13.0,0.12
192,1965.0,10.0,4.0,7.0,0.12
193,1965.0,10.0,6.0,14.0,0.07
194,1965.0,10.0,8.0,28.0,0.11
195,1965.0,10.0,12.0,9.0,0.23
196,1965.0,15.0,1.0,13.0,0.16
197,1965.0,15.0,4.0,7.0,0.12
198,1965.0,15.0,6.0,14.0,0.07
199,1965.0,15.0,8.0,28.0,0.04
200,1965.0,15.0,12.0,9.0,0.27
201,1965.0,20.0,1.0,13.0,0.15
202,1965.0,20.0,4.0,7.0,0.13
203,1965.0,20.0,6.0,14.0,0.04
204,1965.0,20.0,8.0,28.0,0.05
205,1965.0,20.0,12.0,9.0,0.29
206,1965.0,30.0,1.0,13.0,0.13
207,1965.0,30.0,4.0,7.0,0.14
208,1965.0,30.0,6.0,14.0,0.02
209,1965.0,30.0,8.0,28.0,0.23
210,1965.0,30.0,12.0,9.0,0.33
211,1965.0,40.0,1.0,13.0,0.15
212,1965.0,40.0,4.0,7.0,0.12
213,1965.0,40.0,6.0,14.0,0.03
214,1965.0,40.0,8.0,28.0,0.24
215,1965.0,40.0,12.0,9.0,0.3
216,1965.0,50.0,1.0,13.0,0.17
217,1965.0,50.0,4.0,7.0,0.12
218,1965.0,50.0,6.0,14.0,0.11
219,1965.0,50.0,12.0,9.0,0.33
220,1965.0,60.0,1.0,13.0,0.2
221,1965.0,60.0,4.0,7.0,0.17
222,1965.0,60.0,6.0,14.0,0.14
223,1965.0,60.0,8.0,28.0,0.26
224,1965.0,60.0,12.0,9.0,0.31
225,1965.0,70.0,1.0,13.0,0.2
226,1965.0,70.0,4.0,7.0,1.49
227,1965.0,70.0,6.0,14.0,0.34
228,1965.0,70.0,8.0,28.0,0.84
229,1965.0,80.0,1.0,13.0,1.93
230,1965.0,80.0,4.0,7.0,1.81
231,1965.0,80.0,6.0,14.5,1.26
232,1965.0,80.0,8.0,28.0,1.4
233,1965.0,80.0,12.0,9.0,1.54
234,1965.0,90.0,1.0,13.0,2.08
235,1965.0,90.0,4.0,7.0,1.8
236,1965.0,90.0,6.0,14.5,1.22
237,1965.0,90.0,8.0,28.0,1.26
238,1965.0,90.0,12.0,9.0,1.62
239,1965.0,100.0,1.0,13.0,1.6
240,1965.0,100.0,4.0,7.0,1.73
241,1965.0,100.0,6.0,14.5,1.3
242,1965.0,100.0,8.0,28.0,1.11
243,1965.0,100.0,12.0,9.0,1.58
244,1965.0,125.0,1.0,13.0,1.61
245,1965.0,125.0,4.0,7.0,1.24
246,1965.0,125.0,6.0,14.0,1.96
247,1965.0,125.0,8.0,28.0,1.62
248,1965.0,125.0,12.0,9.0,1.92
249,1965.0,150.0,1.0,13.0,2.22
250,1965.0,150.0,4.0,7.0,1.9
251,1965.0,150.0,6.0,14.0,2.32
252,1965.0,150.0,8.0,28.0,2.29
253,1965.0,150.0,12.0,9.0,2.5
254,1965.0,175.0,1.0,13.0,2.6
255,1965.0,175.0,4.0,7.0,2.1
256,1965.0,175.0,6.0,14.0,2.3
257,1965.0,175.0,8.0,28.0,2.45
258,1965.0,175.0,12.0,9.0,3.0
259,1965.0,200.0,1.0,13.0,2.46
260,1965.0,200.0,4.0,7.0,1.93
261,1965.0,200.0,6.0,14.0,2.12
262,1965.0,200.0,8.0,28.0,2.28
263,1965.0,200.0,12.0,9.0,2.52
264,1965.0,225.0,1.0,13.0,2.22
265,1965.0,225.0,4.0,7.0,1.44
266,1965.0,225.0,6.0,14.0,1.99
267,1965.0,225.0,8.0,28.0,2.06
268,1965.0,225.0,12.0,9.0,2.48
269,1965.0,240.0,4.0,7.0,1.53
270,1965.0,240.0,12.0,9.0,2.53
271,1965.0,245.0,1.0,13.0,2.23
272,1965.0,245.0,6.0,14.5,3.6
273,1965.0,245.0,8.0,28.0,1.85
274,1966.0,0.0,5.0,11.0,0.17
275,1966.0,0.0,8.0,25.0,0.11
276,1966.0,0.0,11.0,21.0,0.15
277,1966.0,5.0,5.0,11.0,0.15
278,1966.0,5.0,8.0,25.0,0.08
279,1966.0,5.0,11.0,21.0,0.16
280,1966.0,10.0,5.0,11.0,0.11
281,1966.0,10.0,8.0,25.0,0.11
282,1966.0,10.0,11.0,21.0,0.13
283,1966.0,15.0,5.0,11.0,0.1
284,1966.0,15.0,8.0,25.0,0.11
285,1966.0,15.0,11.0,21.0,0.16
286,1966.0,20.0,5.0,11.0,0.15
287,1966.0,20.0,8.0,25.0,0.05
288,1966.0,20.0,11.0,21.0,0.24
289,1966.0,30.0,5.0,11.0,0.25
290,1966.0,30.0,8.0,25.0,0.11
291,1966.0,30.0,11.0,21.0,0.17
292,1966.0,40.0,5.0,11.0,0.22
293,1966.0,40.0,8.0,25.0,0.11
294,1966.0,40.0,11.0,21.0,0.18
295,1966.0,50.0,5.0,11.0,0.3
296,1966.0,50.0,8.0,25.0,0.22
297,1966.0,50.0,11.0,21.0,0.54
298,1966.0,60.0,5.0,11.0,0.91
299,1966.0,60.0,8.0,25.0,0.36
300,1966.0,60.0,11.0,21.0,0.72
301,1966.0,70.0,5.0,11.0,1.44
302,1966.0,70.0,8.0,25.0,0.91
303,1966.0,70.0,11.0,21.0,1.32
304,1966.0,80.0,5.0,11.5,1.45
305,1966.0,80.0,8.0,17.5,0.99
306,1966.0,80.0,10.0,24.0,1.46
307,1966.0,80.0,11.0,21.0,1.64
308,1966.0,90.0,5.0,11.0,1.53
309,1966.0,90.0,8.0,25.0,1.64
310,1966.0,90.0,11.0,21.0,1.64
311,1966.0,100.0,5.0,11.5,1.4449999999999998
312,1966.0,100.0,8.0,17.5,1.3599999999999999
313,1966.0,100.0,10.0,24.0,1.4
314,1966.0,100.0,11.0,21.0,1.65
315,1966.0,125.0,5.0,11.0,1.64
316,1966.0,125.0,8.0,25.0,1.6
317,1966.0,125.0,11.0,21.0,1.82
318,1966.0,150.0,5.0,11.0,2.24
319,1966.0,150.0,8.0,25.0,2.3
320,1966.0,150.0,11.0,21.0,2.43
321,1966.0,175.0,5.0,11.0,2.7
322,1966.0,175.0,8.0,25.0,4.0
323,1966.0,175.0,11.0,21.0,3.46
324,1966.0,200.0,5.0,11.0,2.6
325,1966.0,200.0,8.0,25.0,3.2
326,1966.0,200.0,11.0,21.0,3.52
327,1966.0,225.0,5.0,11.0,2.44
328,1966.0,225.0,8.0,25.0,2.9
329,1966.0,225.0,11.0,21.0,4.68
330,1966.0,233.0,5.0,12.0,2.57
331,1966.0,233.0,8.0,10.0,4.07
332,1966.0,235.0,10.0,24.0,5.79
333,1966.0,240.0,5.0,11.0,2.34
334,1966.0,240.0,8.0,25.0,4.5
335,1966.0,240.0,11.0,21.0,6.37
336,1967.0,0.0,2.0,3.0,0.3
337,1967.0,0.0,6.0,1.0,0.06
338,1967.0,0.0,12.0,12.0,0.3
339,1967.0,2.0,2.0,3.0,0.3
340,1967.0,5.0,2.0,3.0,0.27
341,1967.0,5.0,6.0,1.0,0.05
342,1967.0,5.0,12.0,12.0,0.23
343,1967.0,10.0,2.0,3.0,0.26
344,1967.0,10.0,6.0,1.0,0.05
345,1967.0,10.0,12.0,12.0,0.25
346,1967.0,15.0,2.0,3.0,0.27
347,1967.0,15.0,6.0,1.0,0.05
348,1967.0,15.0,12.0,12.0,0.33
349,1967.0,20.0,2.0,3.0,0.25
350,1967.0,20.0,6.0,1.0,0.07
351,1967.0,20.0,12.0,12.0,0.33
352,1967.0,30.0,2.0,3.0,0.25
353,1967.0,30.0,6.0,1.0,0.11
354,1967.0,30.0,12.0,12.0,0.29
355,1967.0,40.0,2.0,3.0,0.29
356,1967.0,40.0,6.0,1.0,0.14
357,1967.0,40.0,12.0,12.0,0.3
358,1967.0,50.0,2.0,3.0,0.35
359,1967.0,50.0,6.0,1.0,0.26
360,1967.0,50.0,12.0,12.0,0.26
361,1967.0,60.0,6.0,1.0,1.39
362,1967.0,60.0,12.0,12.0,1.11
363,1967.0,70.0,2.0,3.0,1.62
364,1967.0,70.0,6.0,1.0,1.73
365,1967.0,70.0,12.0,12.0,2.15
366,1967.0,80.0,2.0,3.0,1.71
367,1967.0,80.0,6.0,1.0,2.02
368,1967.0,80.0,12.0,12.0,2.32
369,1967.0,90.0,2.0,3.0,1.5
370,1967.0,90.0,6.0,1.0,1.75
371,1967.0,90.0,12.0,12.0,2.17
372,1967.0,100.0,2.0,3.0,1.74
373,1967.0,100.0,6.0,1.0,1.79
374,1967.0,100.0,12.0,12.0,2.31
375,1967.0,125.0,2.0,3.0,1.91
376,1967.0,125.0,6.0,1.0,1.96
377,1967.0,125.0,12.0,12.0,1.98
378,1967.0,150.0,2.0,3.0,3.18
379,1967.0,150.0,6.0,1.0,2.6
380,1967.0,150.0,12.0,12.0,3.3
381,1967.0,160.0,2.0,3.0,3.5
382,1967.0,170.0,2.0,3.0,4.25
383,1967.0,175.0,6.0,1.0,4.58
384,1967.0,175.0,12.0,12.0,4.97
385,1967.0,180.0,2.0,3.0,4.0
386,1967.0,190.0,2.0,3.0,4.58
387,1967.0,200.0,2.0,3.0,4.97
388,1967.0,200.0,6.0,1.0,5.65
389,1967.0,200.0,12.0,12.0,5.63
390,1967.0,210.0,2.0,3.0,5.4
391,1967.0,220.0,2.0,3.0,5.68
392,1967.0,225.0,6.0,1.0,4.67
393,1967.0,225.0,12.0,12.0,6.3
394,1967.0,230.0,2.0,3.0,6.08
395,1967.0,240.0,2.0,3.0,6.37
396,1967.0,240.0,6.0,1.0,3.17
397,1967.0,240.0,12.0,12.0,9.0
398,1968.0,0.0,2.0,8.0,0.22
399,1968.0,0.0,6.0,6.0,0.09
400,1968.0,0.0,9.0,5.0,0.03
401,1968.0,0.0,11.0,11.0,0.09
402,1968.0,2.0,2.0,8.0,0.22
403,1968.0,5.0,2.0,8.0,0.25
404,1968.0,5.0,6.0,6.0,0.06
405,1968.0,5.0,9.0,5.0,0.03
406,1968.0,5.0,11.0,11.0,0.07
407,1968.0,10.0,2.0,8.0,0.25
408,1968.0,10.0,6.0,6.0,0.11
409,1968.0,10.0,9.0,5.0,0.03
410,1968.0,10.0,11.0,11.0,0.09
411,1968.0,15.0,2.0,8.0,0.25
412,1968.0,15.0,6.0,6.0,0.09
413,1968.0,15.0,9.0,5.0,0.03
414,1968.0,15.0,11.0,11.0,0.06
415,1968.0,20.0,2.0,8.0,0.25
416,1968.0,20.0,6.0,6.0,0.12
417,1968.0,20.0,9.0,5.0,0.03
418,1968.0,20.0,11.0,11.0,0.08
419,1968.0,30.0,2.0,8.0,0.19
420,1968.0,30.0,6.0,6.0,0.26
421,1968.0,30.0,9.0,5.0,0.05
422,1968.0,30.0,11.0,11.0,0.07
423,1968.0,40.0,2.0,8.0,0.25
424,1968.0,40.0,6.0,6.0,0.21
425,1968.0,40.0,9.0,5.0,0.14
426,1968.0,40.0,11.0,11.0,0.07
427,1968.0,50.0,2.0,8.0,0.31
428,1968.0,50.0,6.0,6.0,0.29
429,1968.0,50.0,9.0,5.0,0.21
430,1968.0,50.0,11.0,11.0,0.2
431,1968.0,60.0,2.0,8.0,1.17
432,1968.0,60.0,6.0,6.0,0.31
433,1968.0,60.0,9.0,5.0,0.37
434,1968.0,60.0,11.0,11.0,0.26
435,1968.0,70.0,2.0,8.0,1.91
436,1968.0,70.0,6.0,6.0,1.12
437,1968.0,70.0,9.0,5.0,1.02
438,1968.0,70.0,11.0,11.0,0.93
439,1968.0,80.0,2.0,8.0,2.03
440,1968.0,80.0,6.0,6.0,1.81
441,1968.0,80.0,9.0,5.0,1.65
442,1968.0,80.0,11.0,11.0,1.74
443,1968.0,90.0,2.0,8.0,1.97
444,1968.0,90.0,6.0,6.0,2.02
445,1968.0,90.0,9.0,5.0,1.9
446,1968.0,90.0,11.0,11.0,1.85
447,1968.0,100.0,2.0,8.0,1.91
448,1968.0,100.0,9.0,5.0,1.8
449,1968.0,100.0,11.0,11.0,2.01
450,1968.0,125.0,2.0,8.0,2.1
451,1968.0,125.0,6.0,6.0,2.04
452,1968.0,125.0,9.0,5.0,2.12
453,1968.0,125.0,11.0,11.0,2.43
454,1968.0,150.0,2.0,8.0,3.03
455,1968.0,150.0,6.0,6.0,2.5
456,1968.0,150.0,9.0,5.0,2.45
457,1968.0,150.0,11.0,11.0,3.6
458,1968.0,175.0,2.0,8.0,4.57
459,1968.0,175.0,6.0,6.0,4.12
460,1968.0,175.0,9.0,5.0,4.24
461,1968.0,175.0,11.0,11.0,5.0
462,1968.0,200.0,2.0,8.0,5.33
463,1968.0,200.0,6.0,6.0,5.83
464,1968.0,200.0,9.0,5.0,4.95
465,1968.0,200.0,11.0,11.0,5.82
466,1968.0,225.0,2.0,8.0,5.7
467,1968.0,225.0,6.0,6.0,6.0
468,1968.0,225.0,9.0,5.0,6.12
469,1968.0,225.0,11.0,11.0,7.53
470,1968.0,240.0,2.0,8.0,7.24
471,1968.0,240.0,6.0,6.0,6.7
472,1968.0,240.0,9.0,5.0,6.3
473,1968.0,240.0,11.0,11.0,7.61
474,1969.0,0.0,1.0,27.5,0.15833333333333333
475,1969.0,0.0,3.0,4.5,0.060000000000000005
476,1969.0,0.0,4.0,21.5,0.09999999999999999
477,1969.0,0.0,5.0,18.0,0.0
478,1969.0,0.0,8.0,7.0,0.06
479,1969.0,0.0,10.0,10.142857142857142,0.04428571428571428
480,1969.0,0.0,11.0,24.5,0.185
481,1969.0,0.0,12.0,8.75,0.2575
482,1969.0,1.0,3.0,6.333333333333333,0.11333333333333334
483,1969.0,5.0,1.0,25.0,0.2
484,1969.0,5.0,3.0,6.0,0.08499999999999999
485,1969.0,5.0,4.0,19.0,0.1
486,1969.0,5.0,10.0,6.0,0.04
487,1969.0,5.0,11.0,24.5,0.2
488,1969.0,5.0,12.0,2.0,0.26
489,1969.0,9.0,3.0,8.0,0.13
490,1969.0,10.0,1.0,27.5,0.155
491,1969.0,10.0,3.0,6.0,0.1175
492,1969.0,10.0,4.0,21.5,0.09333333333333334
493,1969.0,10.0,5.0,18.0,0.0
494,1969.0,10.0,8.0,7.0,0.0
495,1969.0,10.0,10.0,10.142857142857142,0.07428571428571429
496,1969.0,10.0,11.0,24.5,0.19
497,1969.0,10.0,12.0,8.75,0.2325
498,1969.0,15.0,1.0,25.0,0.21
499,1969.0,15.0,3.0,6.0,0.115
500,1969.0,15.0,4.0,19.0,0.11
501,1969.0,15.0,10.0,6.0,0.07
502,1969.0,15.0,11.0,24.5,0.19
503,1969.0,15.0,12.0,2.0,0.34
504,1969.0,20.0,1.0,25.0,0.2
505,1969.0,20.0,3.0,6.0,0.1
506,1969.0,20.0,4.0,19.0,0.11
507,1969.0,20.0,5.0,18.0,0.01
508,1969.0,20.0,8.0,7.0,0.0
509,1969.0,20.0,10.0,8.5,0.05
510,1969.0,20.0,11.0,24.5,0.20500000000000002
511,1969.0,20.0,12.0,6.0,0.3
512,1969.0,27.0,3.0,8.0,0.12
513,1969.0,28.0,3.0,8.0,0.15
514,1969.0,30.0,1.0,27.5,0.15833333333333335
515,1969.0,30.0,3.0,6.0,0.1
516,1969.0,30.0,4.0,21.5,0.10166666666666667
517,1969.0,30.0,5.0,18.0,0.0
518,1969.0,30.0,8.0,7.0,0.0
519,1969.0,30.0,10.0,10.142857142857142,0.049999999999999996
520,1969.0,30.0,11.0,24.5,0.22
521,1969.0,30.0,12.0,8.75,0.2625
522,1969.0,40.0,1.0,25.0,0.21
523,1969.0,40.0,3.0,6.0,0.12
524,1969.0,40.0,4.0,19.0,0.19
525,1969.0,40.0,5.0,18.0,0.04
526,1969.0,40.0,8.0,7.0,0.02
527,1969.0,40.0,10.0,8.5,0.14
528,1969.0,40.0,11.0,24.5,0.225
529,1969.0,40.0,12.0,6.0,0.30000000000000004
530,1969.0,45.0,3.0,8.0,0.11
531,1969.0,47.0,3.0,8.0,0.17
532,1969.0,50.0,1.0,27.5,0.16
533,1969.0,50.0,3.0,6.0,0.125
534,1969.0,50.0,4.0,21.5,0.215
535,1969.0,50.0,5.0,18.0,0.52
536,1969.0,50.0,8.0,7.0,0.04
537,1969.0,50.0,10.0,10.142857142857142,0.18857142857142858
538,1969.0,50.0,11.0,24.5,0.185
539,1969.0,50.0,12.0,8.75,0.235
540,1969.0,55.0,12.0,2.0,0.28
541,1969.0,60.0,1.0,25.0,0.25
542,1969.0,60.0,3.0,6.0,0.165
543,1969.0,60.0,4.0,19.0,0.51
544,1969.0,60.0,5.0,18.0,1.23
545,1969.0,60.0,8.0,7.0,0.24
546,1969.0,60.0,10.0,8.5,0.6000000000000001
547,1969.0,60.0,11.0,24.5,0.395
548,1969.0,60.0,12.0,10.0,0.31
549,1969.0,63.0,3.0,8.0,0.13
550,1969.0,64.0,12.0,2.0,0.28
551,1969.0,66.0,3.0,8.0,0.15
552,1969.0,70.0,1.0,27.5,0.6116666666666667
553,1969.0,70.0,3.0,6.0,0.6
554,1969.0,70.0,4.0,21.5,1.7333333333333334
555,1969.0,70.0,5.0,18.0,1.48
556,1969.0,70.0,8.0,7.0,1.41
557,1969.0,70.0,10.0,10.0,0.9666666666666667
558,1969.0,70.0,11.0,24.5,1.4449999999999998
559,1969.0,70.0,12.0,11.0,1.4333333333333333
560,1969.0,73.0,12.0,2.0,1.48
561,1969.0,80.0,1.0,25.0,1.92
562,1969.0,80.0,3.0,6.0,1.615
563,1969.0,80.0,4.0,19.0,2.03
564,1969.0,80.0,5.0,18.0,2.02
565,1969.0,80.0,8.0,7.0,1.65
566,1969.0,80.0,10.0,11.0,1.21
567,1969.0,80.0,11.0,24.5,1.78
568,1969.0,80.0,12.0,6.0,1.715
569,1969.0,86.0,12.0,2.0,1.85
570,1969.0,90.0,1.0,25.0,2.19
571,1969.0,90.0,3.0,8.0,1.83
572,1969.0,90.0,4.0,19.0,2.17
573,1969.0,90.0,5.0,18.0,2.0
574,1969.0,90.0,8.0,7.0,1.56
575,1969.0,90.0,10.0,8.5,1.755
576,1969.0,90.0,11.0,24.5,1.68
577,1969.0,90.0,12.0,10.0,1.66
578,1969.0,93.0,12.0,2.0,1.83
579,1969.0,94.0,3.0,8.0,1.93
580,1969.0,100.0,1.0,27.5,1.5083333333333335
581,1969.0,100.0,3.0,6.0,1.955
582,1969.0,100.0,4.0,21.5,2.06
583,1969.0,100.0,5.0,18.0,1.93
584,1969.0,100.0,8.0,7.0,1.84
585,1969.0,100.0,10.0,10.142857142857142,1.8800000000000001
586,1969.0,100.0,11.0,24.5,1.6400000000000001
587,1969.0,100.0,12.0,11.0,1.7
588,1969.0,106.0,12.0,2.0,1.79
589,1969.0,110.0,5.0,18.0,2.1
590,1969.0,110.0,8.0,7.0,2.0
591,1969.0,110.0,10.0,8.5,2.1500000000000004
592,1969.0,110.0,12.0,10.0,1.85
593,1969.0,112.0,3.0,8.0,1.89
594,1969.0,117.0,3.0,8.0,1.76
595,1969.0,125.0,1.0,27.5,2.0633333333333335
596,1969.0,125.0,3.0,6.0,2.225
597,1969.0,125.0,4.0,21.5,2.39
598,1969.0,125.0,8.0,7.0,2.2
