,Year,Month,Day,Depth,no3
1591,1979.0,6.0,6.0,10.0,0.16
1592,1979.0,6.0,6.0,15.0,0.17
1593,1979.0,6.0,6.0,20.0,0.17
1594,1979.0,6.0,6.0,30.0,0.26
1595,1979.0,6.0,6.0,40.0,0.57
1596,1979.0,6.0,6.0,50.0,0.15
1597,1979.0,6.0,6.0,60.0,1.7
1598,1979.0,6.0,6.0,70.0,5.45
1599,1979.0,6.0,6.0,80.0,6.9
1600,1979.0,6.0,6.0,90.0,8.4
1601,1979.0,6.0,6.0,100.0,9.25
1602,1979.0,6.0,6.0,125.0,9.3
1603,1979.0,6.0,6.0,150.0,5.9
1604,1979.0,6.0,6.0,175.0,0.19
1605,1979.0,6.0,6.0,200.0,0.1
1606,1979.0,6.0,6.0,225.0,0.0
1607,1979.0,6.0,6.0,240.0,0.0
1608,1979.0,7.0,5.0,0.0,0.3
1609,1979.0,7.0,5.0,5.0,0.1
1610,1979.0,7.0,5.0,10.0,0.1
1611,1979.0,7.0,5.0,15.0,0.1
1612,1979.0,7.0,5.0,20.0,0.1
1613,1979.0,7.0,5.0,30.0,0.1
1614,1979.0,7.0,5.0,40.0,0.1
1615,1979.0,7.0,5.0,50.0,0.1
1616,1979.0,7.0,5.0,60.0,0.2
1617,1979.0,7.0,5.0,70.0,0.1
1618,1979.0,7.0,5.0,80.0,1.9
1619,1979.0,7.0,5.0,90.0,6.8
1620,1979.0,7.0,5.0,100.0,6.1
1621,1979.0,7.0,5.0,125.0,9.4
1622,1979.0,7.0,5.0,150.0,9.7
1623,1979.0,7.0,5.0,175.0,7.7
1624,1979.0,7.0,5.0,200.0,0.1
1625,1979.0,7.0,5.0,225.0,0.1
1626,1979.0,7.0,5.0,230.0,0.0
1627,1979.0,8.0,8.0,2.8,0.16
1628,1979.0,8.0,8.0,9.1,0.11
1629,1979.0,8.0,8.0,18.2,0.13
1630,1979.0,8.0,8.0,49.4,0.12
1631,1979.0,8.0,8.0,59.4,0.43
1632,1979.0,8.0,8.0,69.3,1.32
1633,1979.0,8.0,8.0,79.9,1.13
1634,1979.0,8.0,8.0,89.0,6.5
1635,1979.0,8.0,8.0,99.1,6.75
1636,1979.0,8.0,8.0,109.5,7.35
1637,1979.0,8.0,8.0,124.3,7.87
1638,1979.0,8.0,8.0,149.6,9.6
1639,1979.0,8.0,8.0,174.1,6.62
1640,1979.0,8.0,8.0,199.5,0.25
1641,1979.0,8.0,8.0,223.8,0.08
1642,1979.0,8.0,8.0,238.0,0.08
1643,1979.0,8.0,22.0,0.0,0.1
1644,1979.0,8.0,22.0,5.0,0.1
1645,1979.0,8.0,22.0,10.0,0.12
1646,1979.0,8.0,22.0,15.0,0.1
1647,1979.0,8.0,22.0,20.0,0.13
1648,1979.0,8.0,22.0,30.0,0.32
1649,1979.0,8.0,22.0,40.0,0.12
1650,1979.0,8.0,22.0,50.0,0.11
1651,1979.0,8.0,22.0,60.0,0.13
1652,1979.0,8.0,22.0,70.0,0.71
1653,1979.0,8.0,22.0,80.0,7.09
1654,1979.0,8.0,22.0,90.0,8.03
1655,1979.0,8.0,22.0,100.0,7.72
1656,1979.0,8.0,22.0,125.0,9.62
1657,1979.0,8.0,22.0,150.0,8.92
1658,1979.0,8.0,22.0,175.0,1.62
1659,1979.0,8.0,22.0,200.0,0.0
1660,1979.0,8.0,22.0,225.0,0.0
1661,1979.0,8.0,22.0,235.0,0.0
1662,1979.0,11.0,6.0,1.3,0.57
1663,1979.0,11.0,6.0,10.4,0.43
1664,1979.0,11.0,6.0,18.6,0.51
1665,1979.0,11.0,6.0,29.8,0.54
1666,1979.0,11.0,6.0,39.9,0.47
1667,1979.0,11.0,6.0,49.0,0.73
1668,1979.0,11.0,6.0,59.3,0.86
1669,1979.0,11.0,6.0,70.1,4.01
1670,1979.0,11.0,6.0,79.7,8.38
1671,1979.0,11.0,6.0,88.5,9.13
1672,1979.0,11.0,6.0,101.3,10.95
1673,1979.0,11.0,6.0,109.7,11.4
1674,1979.0,11.0,6.0,124.2,9.13
1675,1979.0,11.0,6.0,150.1,0.35
1676,1979.0,11.0,6.0,176.0,0.0
1677,1979.0,11.0,6.0,199.8,0.0
1678,1979.0,11.0,6.0,226.2,0.0
1679,1979.0,11.0,6.0,239.7,0.0
1680,1979.0,11.0,8.0,0.0,0.67
1681,1979.0,11.0,8.0,3.0,0.62
1682,1979.0,11.0,8.0,5.0,0.63
1683,1979.0,11.0,8.0,10.0,0.68
1684,1979.0,11.0,8.0,15.0,0.55
1685,1979.0,11.0,8.0,20.0,0.85
1686,1979.0,11.0,8.0,30.0,0.71
1687,1979.0,11.0,8.0,40.0,0.76
1688,1979.0,11.0,8.0,50.0,0.57
1689,1979.0,11.0,8.0,60.0,1.41
1690,1979.0,11.0,8.0,70.0,5.69
1691,1979.0,11.0,8.0,80.0,8.02
1692,1979.0,11.0,8.0,90.0,8.03
1693,1979.0,11.0,8.0,100.0,9.15
1694,1979.0,11.0,8.0,125.0,8.89
1695,1979.0,11.0,8.0,150.0,0.0
1696,1979.0,11.0,8.0,175.0,0.0
1697,1979.0,11.0,8.0,200.0,0.0
1698,1979.0,11.0,8.0,225.0,0.0
1699,1979.0,11.0,8.0,240.0,0.0
1700,1980.0,1.0,7.0,0.5,2.87
1701,1980.0,1.0,7.0,10.0,2.68
1702,1980.0,1.0,7.0,80.0,2.38
1703,1980.0,1.0,7.0,225.0,0.21
1704,1980.0,1.0,16.0,0.0,2.77
1705,1980.0,1.0,16.0,10.0,2.58
1706,1980.0,1.0,16.0,20.0,2.85
1707,1980.0,1.0,16.0,30.0,2.79
1708,1980.0,1.0,16.0,40.0,2.81
1709,1980.0,1.0,16.0,50.0,3.44
1710,1980.0,1.0,16.0,60.0,3.07
1711,1980.0,1.0,16.0,70.0,8.23
1712,1980.0,1.0,16.0,80.0,8.13
1713,1980.0,1.0,16.0,90.0,8.58
1714,1980.0,1.0,16.0,100.0,8.6
1715,1980.0,1.0,16.0,125.0,8.3
1716,1980.0,1.0,16.0,150.0,0.28
1717,1980.0,1.0,16.0,175.0,0.0
1718,1980.0,1.0,16.0,200.0,0.0
1719,1980.0,1.0,16.0,225.0,0.0
1720,1980.0,1.0,16.0,240.0,0.0
1721,1980.0,3.0,30.0,1.0,4.09
1722,1980.0,3.0,30.0,1.5,4.1
1723,1980.0,3.0,30.0,4.8,4.07
1724,1980.0,3.0,30.0,5.0,4.1
1725,1980.0,3.0,30.0,9.7,4.13
1726,1980.0,3.0,30.0,10.0,4.1
1727,1980.0,3.0,30.0,14.5,4.16
1728,1980.0,3.0,30.0,18.6,4.06
1729,1980.0,3.0,30.0,29.2,4.19
1730,1980.0,3.0,30.0,38.8,4.23
1731,1980.0,3.0,30.0,49.2,4.3
1732,1980.0,3.0,30.0,59.9,4.3
1733,1980.0,3.0,30.0,68.9,6.53
1734,1980.0,3.0,30.0,79.6,8.86
1735,1980.0,3.0,30.0,89.3,9.75
1736,1980.0,3.0,30.0,99.4,9.51
1737,1980.0,3.0,30.0,109.1,9.26
1738,1980.0,3.0,30.0,123.1,8.11
1739,1980.0,3.0,30.0,148.6,0.0
1740,1980.0,3.0,30.0,173.4,0.0
1741,1980.0,3.0,30.0,198.5,0.0
1742,1980.0,3.0,30.0,222.5,0.0
1743,1980.0,3.0,30.0,247.0,0.0
1744,1980.0,4.0,7.0,0.5,4.4
1745,1980.0,4.0,7.0,10.0,4.4
1746,1980.0,4.0,7.0,80.0,8.4
1747,1980.0,4.0,7.0,225.0,0.14
1748,1980.0,5.0,13.0,1.0,0.0
1749,1980.0,5.0,13.0,5.0,0.0
1750,1980.0,5.0,13.0,9.5,0.0
1751,1980.0,5.0,13.0,14.3,0.0
1752,1980.0,5.0,13.0,19.1,0.0
1753,1980.0,5.0,13.0,28.3,0.53
1754,1980.0,5.0,13.0,39.5,4.92
1755,1980.0,5.0,13.0,49.0,4.86
1756,1980.0,5.0,13.0,58.3,5.35
1757,1980.0,5.0,13.0,68.4,8.88
1758,1980.0,5.0,13.0,79.9,9.81
1759,1980.0,5.0,13.0,89.4,10.42
1760,1980.0,5.0,13.0,103.1,10.82
1761,1980.0,5.0,13.0,109.6,8.84
1762,1980.0,5.0,13.0,123.4,8.79
1763,1980.0,5.0,13.0,149.3,0.09
1764,1980.0,5.0,13.0,174.1,0.0
1765,1980.0,5.0,13.0,199.1,0.0
1766,1980.0,5.0,13.0,224.4,0.0
1767,1980.0,5.0,13.0,248.6,0.0
1768,1980.0,5.0,14.0,0.5,0.1
1769,1980.0,5.0,14.0,10.0,0.1
1770,1980.0,5.0,14.0,80.0,9.6
1771,1980.0,5.0,14.0,225.0,0.0
1772,1980.0,5.0,29.0,0.0,0.1
1773,1980.0,5.0,29.0,5.0,0.1
1774,1980.0,5.0,29.0,10.0,0.1
1775,1980.0,5.0,29.0,15.0,0.1
1776,1980.0,5.0,29.0,20.0,0.1
1777,1980.0,5.0,29.0,30.0,0.16
1778,1980.0,5.0,29.0,40.0,0.34
1779,1980.0,5.0,29.0,50.0,1.93
1780,1980.0,5.0,29.0,60.0,3.49
1781,1980.0,5.0,29.0,70.0,5.78
1782,1980.0,5.0,29.0,80.0,8.2
1783,1980.0,5.0,29.0,90.0,8.19
1784,1980.0,5.0,29.0,100.0,8.44
1785,1980.0,5.0,29.0,125.0,6.29
1786,1980.0,5.0,29.0,150.0,0.2
1787,1980.0,5.0,29.0,175.0,0.0
1788,1980.0,5.0,29.0,200.0,0.0
1789,1980.0,5.0,29.0,225.0,0.0
1790,1980.0,5.0,29.0,240.0,0.0
1791,1980.0,8.0,1.0,0.5,0.22
1792,1980.0,8.0,1.0,10.0,0.24
1793,1980.0,8.0,1.0,80.0,9.9
1794,1980.0,8.0,1.0,225.0,0.27
1795,1980.0,8.0,10.0,1.0,0.01
1796,1980.0,8.0,10.0,3.7,0.01
1797,1980.0,8.0,10.0,9.3,0.38
1798,1980.0,8.0,10.0,14.1,0.12
1799,1980.0,8.0,10.0,18.8,0.06
1800,1980.0,8.0,10.0,28.5,0.02
1801,1980.0,8.0,10.0,39.3,0.1
1802,1980.0,8.0,10.0,49.3,0.69
1803,1980.0,8.0,10.0,59.4,0.79
1804,1980.0,8.0,10.0,69.5,1.27
1805,1980.0,8.0,10.0,78.9,7.89
1806,1980.0,8.0,10.0,89.1,9.96
1807,1980.0,8.0,10.0,98.6,10.66
1808,1980.0,8.0,10.0,108.6,9.69
1809,1980.0,8.0,10.0,123.9,6.36
1810,1980.0,8.0,10.0,147.7,0.0
1811,1980.0,8.0,10.0,174.1,0.0
1812,1980.0,8.0,10.0,199.0,0.5
1813,1980.0,8.0,10.0,224.3,4.51
1814,1980.0,8.0,10.0,233.5,0.26
1815,1980.0,10.0,28.0,0.0,0.83
1816,1980.0,10.0,28.0,5.0,0.82
1817,1980.0,10.0,28.0,10.0,0.97
1818,1980.0,10.0,28.0,15.0,1.03
1819,1980.0,10.0,28.0,20.0,0.98
1820,1980.0,10.0,28.0,30.0,0.99
1821,1980.0,10.0,28.0,40.0,1.02
1822,1980.0,10.0,28.0,50.0,1.52
1823,1980.0,10.0,28.0,60.0,3.64
1824,1980.0,10.0,28.0,70.0,6.06
1825,1980.0,10.0,28.0,80.0,8.45
1826,1980.0,10.0,28.0,90.0,9.14
1827,1980.0,10.0,28.0,100.0,9.29
1828,1980.0,10.0,28.0,125.0,6.87
1829,1980.0,10.0,28.0,150.0,3.49
1830,1980.0,10.0,28.0,175.0,0.0
1831,1980.0,10.0,28.0,200.0,0.0
1832,1980.0,10.0,28.0,225.0,0.0
1833,1980.0,10.0,28.0,240.0,0.0
1834,1980.0,11.0,2.0,2.6,1.37
1835,1980.0,11.0,2.0,5.5,1.08
1836,1980.0,11.0,2.0,10.0,1.07
1837,1980.0,11.0,2.0,15.1,1.05
1838,1980.0,11.0,2.0,20.3,1.1
1839,1980.0,11.0,2.0,30.4,1.1
1840,1980.0,11.0,2.0,40.4,1.12
1841,1980.0,11.0,2.0,50.9,1.56
1842,1980.0,11.0,2.0,60.5,3.94
1843,1980.0,11.0,2.0,69.6,7.82
1844,1980.0,11.0,2.0,79.9,9.29
1845,1980.0,11.0,2.0,89.6,9.7
1846,1980.0,11.0,2.0,99.8,9.42
1847,1980.0,11.0,2.0,109.9,8.92
1848,1980.0,11.0,2.0,124.7,6.25
1849,1980.0,11.0,2.0,149.8,0.38
1850,1980.0,11.0,2.0,174.3,0.0
1851,1980.0,11.0,2.0,199.0,0.0
1852,1980.0,11.0,2.0,225.0,0.0
1853,1980.0,11.0,2.0,248.5,0.0
1854,1980.0,12.0,22.0,0.5,3.52
1855,1980.0,12.0,22.0,10.0,3.66
1856,1980.0,12.0,22.0,80.0,9.4
1857,1980.0,12.0,22.0,225.0,0.29
1858,1981.0,2.0,26.0,0.5,4.7
1859,1981.0,2.0,26.0,10.0,4.7
1860,1981.0,2.0,26.0,60.0,4.7
1861,1981.0,2.0,26.0,225.0,0.0
1862,1981.0,3.0,11.0,0.0,3.77
1863,1981.0,3.0,11.0,1.5,3.8
1864,1981.0,3.0,11.0,5.0,3.8
1865,1981.0,3.0,11.0,10.0,3.6
1866,1981.0,3.0,11.0,15.0,4.07
1867,1981.0,3.0,11.0,20.0,3.61
1868,1981.0,3.0,11.0,30.0,4.23
1869,1981.0,3.0,11.0,40.0,3.87
1870,1981.0,3.0,11.0,50.0,3.7
1871,1981.0,3.0,11.0,60.0,3.79
1872,1981.0,3.0,11.0,70.0,6.22
1873,1981.0,3.0,11.0,80.0,6.47
1874,1981.0,3.0,11.0,90.0,6.93
1875,1981.0,3.0,11.0,100.0,8.78
1876,1981.0,3.0,11.0,125.0,7.13
1877,1981.0,3.0,11.0,150.0,4.08
1878,1981.0,3.0,11.0,175.0,0.0
1879,1981.0,3.0,11.0,200.0,0.0
1880,1981.0,3.0,11.0,225.0,0.0
1881,1981.0,3.0,11.0,240.0,0.0
1882,1981.0,4.0,4.0,1.0,5.37
1883,1981.0,4.0,4.0,1.5,5.4
1884,1981.0,4.0,4.0,4.9,5.21
1885,1981.0,4.0,4.0,5.0,5.2
1886,1981.0,4.0,4.0,9.8,5.05
1887,1981.0,4.0,4.0,10.0,5.1
1888,1981.0,4.0,4.0,14.8,5.15
1889,1981.0,4.0,4.0,20.0,4.95
1890,1981.0,4.0,4.0,29.9,4.69
1891,1981.0,4.0,4.0,39.7,4.77
1892,1981.0,4.0,4.0,49.6,4.77
1893,1981.0,4.0,4.0,60.0,4.71
1894,1981.0,4.0,4.0,69.7,6.2
1895,1981.0,4.0,4.0,79.7,6.47
1896,1981.0,4.0,4.0,89.6,7.7
1897,1981.0,4.0,4.0,99.6,8.18
1898,1981.0,4.0,4.0,108.6,8.88
1899,1981.0,4.0,4.0,124.0,8.48
1900,1981.0,4.0,4.0,148.9,5.65
1901,1981.0,4.0,4.0,174.4,0.0
1902,1981.0,4.0,4.0,199.5,0.0
1903,1981.0,4.0,4.0,224.3,0.0
1904,1981.0,4.0,4.0,240.9,0.0
1905,1981.0,4.0,5.0,0.5,6.8
1906,1981.0,4.0,5.0,10.0,6.2
1907,1981.0,4.0,5.0,60.0,5.6
1908,1981.0,4.0,5.0,225.0,0.0
1909,1981.0,5.0,13.0,0.0,0.1
1910,1981.0,5.0,13.0,3.0,0.1
1911,1981.0,5.0,13.0,5.0,0.1
1912,1981.0,5.0,13.0,10.0,0.16
1913,1981.0,5.0,13.0,15.0,0.12
1914,1981.0,5.0,13.0,20.0,2.98
1915,1981.0,5.0,13.0,30.0,1.74
1916,1981.0,5.0,13.0,40.0,3.85
1917,1981.0,5.0,13.0,50.0,3.62
1918,1981.0,5.0,13.0,60.0,4.73
1919,1981.0,5.0,13.0,70.0,4.98
1920,1981.0,5.0,13.0,80.0,4.74
1921,1981.0,5.0,13.0,90.0,7.07
1922,1981.0,5.0,13.0,100.0,6.98
1923,1981.0,5.0,13.0,125.0,7.58
1924,1981.0,5.0,13.0,150.0,6.9
1925,1981.0,5.0,13.0,175.0,0.12
1926,1981.0,5.0,13.0,200.0,0.0
1927,1981.0,5.0,13.0,225.0,0.0
1928,1981.0,5.0,13.0,240.0,0.0
1929,1981.0,5.0,16.0,1.3,0.1
1930,1981.0,5.0,16.0,5.0,0.11
1931,1981.0,5.0,16.0,9.8,0.11
1932,1981.0,5.0,16.0,14.7,0.11
1933,1981.0,5.0,16.0,19.5,0.11
1934,1981.0,5.0,16.0,29.6,0.26
1935,1981.0,5.0,16.0,39.8,2.46
1936,1981.0,5.0,16.0,49.6,2.48
1937,1981.0,5.0,16.0,59.8,0.88
1938,1981.0,5.0,16.0,69.9,2.63
1939,1981.0,5.0,16.0,79.6,6.18
1940,1981.0,5.0,16.0,89.8,7.16
1941,1981.0,5.0,16.0,99.8,7.36
1942,1981.0,5.0,16.0,109.8,8.58
1943,1981.0,5.0,16.0,124.1,8.02
1944,1981.0,5.0,16.0,149.5,6.13
1945,1981.0,5.0,16.0,174.7,0.21
1946,1981.0,5.0,16.0,199.2,0.0
1947,1981.0,5.0,16.0,224.0,0.0
1948,1981.0,5.0,16.0,245.8,0.0
1949,1981.0,5.0,18.0,0.5,0.18
1950,1981.0,5.0,18.0,10.0,0.28
1951,1981.0,5.0,18.0,60.0,2.98
1952,1981.0,5.0,18.0,225.0,0.0
1953,1981.0,6.0,27.0,0.5,0.22
1954,1981.0,6.0,27.0,10.0,0.14
1955,1981.0,6.0,27.0,60.0,3.2
1956,1981.0,8.0,5.0,1.0,0.07
1957,1981.0,8.0,5.0,5.0,0.11
1958,1981.0,8.0,5.0,10.1,0.51
1959,1981.0,8.0,5.0,15.1,0.68
1960,1981.0,8.0,5.0,20.4,0.46
1961,1981.0,8.0,5.0,29.5,0.51
1962,1981.0,8.0,5.0,39.7,0.62
1963,1981.0,8.0,5.0,49.8,0.59
1964,1981.0,8.0,5.0,59.6,0.4
1965,1981.0,8.0,5.0,70.5,3.21
1966,1981.0,8.0,5.0,80.2,7.45
1967,1981.0,8.0,5.0,88.6,7.54
1968,1981.0,8.0,5.0,100.1,7.95
1969,1981.0,8.0,5.0,109.9,8.26
1970,1981.0,8.0,5.0,124.4,8.44
1971,1981.0,8.0,5.0,149.6,0.38
1972,1981.0,8.0,5.0,175.0,0.0
1973,1981.0,8.0,5.0,198.7,0.0
1974,1981.0,8.0,5.0,237.4,0.0
1975,1981.0,8.0,5.0,239.0,0.0
1976,1981.0,9.0,4.0,0.5,0.1
1977,1981.0,9.0,4.0,10.0,0.14
1978,1981.0,9.0,4.0,60.0,3.2
1979,1981.0,9.0,4.0,225.0,0.0
1980,1981.0,10.0,19.0,0.5,0.29
1981,1981.0,10.0,19.0,10.0,0.2
1982,1981.0,10.0,19.0,60.0,5.1
1983,1981.0,10.0,19.0,225.0,0.0
1984,1981.0,10.0,31.0,2.3,0.46
1985,1981.0,10.0,31.0,4.4,0.46
1986,1981.0,10.0,31.0,9.2,0.47
1987,1981.0,10.0,31.0,13.4,0.47
1988,1981.0,10.0,31.0,18.3,0.49
1989,1981.0,10.0,31.0,28.6,0.52
1990,1981.0,10.0,31.0,39.1,1.1
1991,1981.0,10.0,31.0,48.6,1.98
1992,1981.0,10.0,31.0,58.7,2.83
1993,1981.0,10.0,31.0,68.7,7.92
1994,1981.0,10.0,31.0,79.0,8.73
1995,1981.0,10.0,31.0,88.4,8.59
1996,1981.0,10.0,31.0,98.4,8.96
1997,1981.0,10.0,31.0,108.3,9.35
1998,1981.0,10.0,31.0,123.4,8.73
1999,1981.0,10.0,31.0,148.2,0.0
2000,1981.0,10.0,31.0,174.5,0.0
2001,1981.0,10.0,31.0,198.1,0.0
2002,1981.0,10.0,31.0,225.2,0.0
2003,1981.0,10.0,31.0,238.1,0.0
2004,1981.0,11.0,9.0,0.5,1.4
2005,1981.0,11.0,9.0,225.0,0.0
2006,1981.0,11.0,17.0,0.0,1.32
2007,1981.0,11.0,17.0,2.0,1.31
2008,1981.0,11.0,17.0,5.0,1.26
2009,1981.0,11.0,17.0,10.0,1.27
2010,1981.0,11.0,17.0,15.0,1.3
2011,1981.0,11.0,17.0,20.0,1.3
2012,1981.0,11.0,17.0,30.0,1.32
2013,1981.0,11.0,17.0,40.0,1.37
2014,1981.0,11.0,17.0,50.0,2.5
2015,1981.0,11.0,17.0,60.0,6.35
2016,1981.0,11.0,17.0,70.0,9.1
2017,1981.0,11.0,17.0,80.0,8.95
2018,1981.0,11.0,17.0,90.0,9.35
2019,1981.0,11.0,17.0,100.0,9.95
2020,1981.0,11.0,17.0,125.0,8.4
2021,1981.0,11.0,17.0,150.0,0.0
2022,1981.0,11.0,17.0,175.0,0.0
2023,1981.0,11.0,17.0,200.0,0.0
2024,1981.0,11.0,17.0,225.0,0.0
2025,1981.0,11.0,17.0,240.0,0.0
2026,1982.0,2.0,8.0,1.0,4.26
2027,1982.0,2.0,8.0,1.5,4.3
2028,1982.0,2.0,8.0,4.0,4.1
2029,1982.0,2.0,8.0,4.4,4.08
2030,1982.0,2.0,8.0,8.0,4.2
2031,1982.0,2.0,8.0,8.3,4.23
2032,1982.0,2.0,8.0,12.5,4.43
2033,1982.0,2.0,8.0,13.0,4.4
2034,1982.0,2.0,8.0,18.8,4.35
2035,1982.0,2.0,8.0,33.1,4.53
2036,1982.0,2.0,8.0,39.1,4.49
2037,1982.0,2.0,8.0,47.7,4.43
2038,1982.0,2.0,8.0,57.5,4.61
2039,1982.0,2.0,8.0,68.1,7.19
2040,1982.0,2.0,8.0,78.2,8.31
2041,1982.0,2.0,8.0,87.8,7.66
2042,1982.0,2.0,8.0,99.4,7.78
2043,1982.0,2.0,8.0,108.2,6.98
2044,1982.0,2.0,8.0,122.0,6.1
2045,1982.0,2.0,8.0,148.5,0.0
2046,1982.0,2.0,8.0,173.6,0.0
2047,1982.0,2.0,8.0,196.8,0.0
2048,1982.0,2.0,8.0,223.2,0.0
2049,1982.0,2.0,8.0,247.7,0.0
2050,1982.0,2.0,19.0,0.5,4.7
2051,1982.0,2.0,19.0,10.0,5.1
2052,1982.0,2.0,19.0,60.0,5.2
2053,1982.0,2.0,19.0,225.0,0.1
2054,1982.0,3.0,8.0,0.5,5.0
2055,1982.0,3.0,8.0,10.0,4.9
2056,1982.0,3.0,8.0,60.0,6.0
2057,1982.0,3.0,8.0,225.0,0.0
2058,1982.0,3.0,9.0,0.0,3.93
2059,1982.0,3.0,9.0,1.5,3.9
2060,1982.0,3.0,9.0,5.0,3.88
2061,1982.0,3.0,9.0,10.0,3.86
2062,1982.0,3.0,9.0,15.0,3.78
2063,1982.0,3.0,9.0,20.0,3.73
2064,1982.0,3.0,9.0,30.0,3.79
2065,1982.0,3.0,9.0,40.0,3.87
2066,1982.0,3.0,9.0,50.0,3.86
2067,1982.0,3.0,9.0,60.0,4.41
2068,1982.0,3.0,9.0,70.0,5.8
2069,1982.0,3.0,9.0,80.0,6.2
2070,1982.0,3.0,9.0,90.0,6.0
2071,1982.0,3.0,9.0,100.0,6.35
2072,1982.0,3.0,9.0,125.0,0.1
2073,1982.0,3.0,9.0,150.0,0.0
2074,1982.0,3.0,9.0,175.0,0.0
2075,1982.0,3.0,9.0,200.0,0.0
2076,1982.0,3.0,9.0,225.0,0.0
2077,1982.0,3.0,9.0,240.0,0.0
2078,1982.0,3.0,30.0,1.0,4.33
2079,1982.0,3.0,30.0,1.5,4.3
2080,1982.0,3.0,30.0,4.7,4.39
2081,1982.0,3.0,30.0,5.0,4.4
2082,1982.0,3.0,30.0,9.8,4.0
2083,1982.0,3.0,30.0,10.0,4.0
2084,1982.0,3.0,30.0,15.2,4.4
2085,1982.0,3.0,30.0,20.0,4.44
2086,1982.0,3.0,30.0,30.6,4.59
2087,1982.0,3.0,30.0,40.3,5.24
2088,1982.0,3.0,30.0,49.9,5.24
2089,1982.0,3.0,30.0,59.5,5.51
2090,1982.0,3.0,30.0,71.1,5.81
2091,1982.0,3.0,30.0,80.2,7.49
2092,1982.0,3.0,30.0,90.7,7.21
2093,1982.0,3.0,30.0,101.3,7.17
2094,1982.0,3.0,30.0,111.0,5.2
2095,1982.0,3.0,30.0,125.6,0.11
2096,1982.0,3.0,30.0,150.8,0.0
2097,1982.0,3.0,30.0,175.4,0.0
2098,1982.0,3.0,30.0,199.6,0.0
2099,1982.0,3.0,30.0,225.3,0.0
2100,1982.0,3.0,30.0,245.6,0.0
2101,1982.0,5.0,19.0,0.0,0.1
2102,1982.0,5.0,19.0,0.5,0.15
2103,1982.0,5.0,19.0,2.0,0.1
2104,1982.0,5.0,19.0,5.0,0.1
2105,1982.0,5.0,19.0,10.0,0.1
2106,1982.0,5.0,19.0,15.0,0.1
2107,1982.0,5.0,19.0,20.0,0.12
2108,1982.0,5.0,19.0,30.0,0.22
2109,1982.0,5.0,19.0,40.0,0.59
2110,1982.0,5.0,19.0,50.0,3.87
2111,1982.0,5.0,19.0,60.0,5.16
2112,1982.0,5.0,19.0,70.0,6.51
2113,1982.0,5.0,19.0,80.0,6.87
2114,1982.0,5.0,19.0,90.0,7.43
2115,1982.0,5.0,19.0,100.0,7.18
2116,1982.0,5.0,19.0,125.0,0.1
2117,1982.0,5.0,19.0,150.0,0.0
2118,1982.0,5.0,19.0,175.0,0.0
2119,1982.0,5.0,19.0,200.0,0.0
2120,1982.0,5.0,19.0,225.0,0.0
2121,1982.0,5.0,19.0,240.0,0.0
2122,1982.0,5.0,20.0,1.0,0.2
2123,1982.0,5.0,20.0,4.7,0.13
2124,1982.0,5.0,20.0,9.7,0.12
2125,1982.0,5.0,20.0,15.0,0.12
2126,1982.0,5.0,20.0,19.9,0.12
2127,1982.0,5.0,20.0,29.6,0.27
2128,1982.0,5.0,20.0,39.3,0.32
2129,1982.0,5.0,20.0,49.9,4.0
2130,1982.0,5.0,20.0,59.9,5.01
2131,1982.0,5.0,20.0,69.9,6.03
2132,1982.0,5.0,20.0,79.9,6.97
2133,1982.0,5.0,20.0,89.9,6.78
2134,1982.0,5.0,20.0,100.3,7.26
2135,1982.0,5.0,20.0,110.1,7.04
2136,1982.0,5.0,20.0,124.7,1.71
2137,1982.0,5.0,20.0,149.6,0.0
2138,1982.0,5.0,20.0,174.1,0.0
2139,1982.0,5.0,20.0,199.5,0.0
2140,1982.0,5.0,20.0,224.5,0.0
2141,1982.0,7.0,15.0,0.5,0.38
2142,1982.0,7.0,15.0,10.0,0.39
2143,1982.0,7.0,15.0,40.0,1.87
2144,1982.0,7.0,15.0,225.0,0.0
2145,1982.0,8.0,4.0,0.0,0.1
2146,1982.0,8.0,4.0,0.5,0.39
2147,1982.0,8.0,4.0,5.0,0.1
2148,1982.0,8.0,4.0,10.0,0.1
2149,1982.0,8.0,4.0,15.0,0.1
2150,1982.0,8.0,4.0,20.0,0.1
2151,1982.0,8.0,4.0,25.0,0.1
2152,1982.0,8.0,4.0,30.0,0.1
2153,1982.0,8.0,4.0,40.0,0.1
2154,1982.0,8.0,4.0,50.0,0.1
2155,1982.0,8.0,4.0,60.0,0.99
2156,1982.0,8.0,4.0,70.0,4.52
2157,1982.0,8.0,4.0,80.0,9.1
2158,1982.0,8.0,4.0,90.0,9.0
2159,1982.0,8.0,4.0,100.0,8.4
2160,1982.0,8.0,4.0,125.0,0.0
2161,1982.0,8.0,4.0,150.0,0.0
2162,1982.0,8.0,4.0,175.0,0.0
2163,1982.0,8.0,4.0,200.0,0.0
2164,1982.0,8.0,4.0,225.0,0.0
2165,1982.0,8.0,4.0,240.0,0.0
2166,1982.0,8.0,7.0,1.0,0.12
2167,1982.0,8.0,7.0,3.2,0.14
2168,1982.0,8.0,7.0,8.4,0.13
2169,1982.0,8.0,7.0,13.4,0.16
2170,1982.0,8.0,7.0,18.3,0.16
2171,1982.0,8.0,7.0,29.2,0.15
2172,1982.0,8.0,7.0,38.6,0.15
