,Year,Month,Day,Depth,no3
0,1965.0,1.0,13.0,1.5,0.44
1,1965.0,1.0,13.0,5.0,0.83
2,1965.0,1.0,13.0,10.0,0.79
3,1965.0,1.0,13.0,245.0,5.76
4,1965.0,4.0,7.0,1.5,1.14
5,1965.0,4.0,7.0,5.0,0.84
6,1965.0,4.0,7.0,10.0,0.78
7,1965.0,4.0,7.0,100.0,5.5
8,1965.0,4.0,7.0,240.0,5.19
9,1965.0,6.0,15.0,80.0,1.74
10,1965.0,6.0,15.0,100.0,7.79
11,1965.0,6.0,15.0,245.0,7.89
12,1965.0,8.0,28.0,100.0,5.22
13,1965.0,8.0,28.0,245.0,7.95
14,1965.0,12.0,9.0,90.0,6.32
15,1965.0,12.0,9.0,100.0,6.0
16,1965.0,12.0,9.0,240.0,8.95
17,1966.0,5.0,11.0,100.0,3.14
18,1966.0,5.0,11.0,240.0,2.8
19,1966.0,11.0,21.0,80.0,1.0
20,1966.0,11.0,21.0,100.0,2.6
21,1966.0,11.0,21.0,240.0,0.0
22,1968.0,6.0,6.0,0.0,0.1
23,1968.0,6.0,6.0,5.0,0.1
24,1968.0,6.0,6.0,10.0,0.35
25,1968.0,6.0,6.0,15.0,0.1
26,1968.0,6.0,6.0,20.0,0.1
27,1968.0,6.0,6.0,30.0,0.1
28,1968.0,6.0,6.0,40.0,0.1
29,1968.0,6.0,6.0,50.0,0.1
30,1968.0,6.0,6.0,60.0,0.1
31,1968.0,6.0,6.0,70.0,0.75
32,1968.0,6.0,6.0,80.0,4.28
33,1968.0,6.0,6.0,90.0,5.0
34,1968.0,6.0,6.0,100.0,2.85
35,1968.0,6.0,6.0,125.0,5.25
36,1968.0,6.0,6.0,150.0,1.27
37,1968.0,6.0,6.0,175.0,0.1
38,1968.0,6.0,6.0,200.0,2.0
39,1968.0,6.0,6.0,225.0,0.2
40,1968.0,6.0,6.0,240.0,0.1
41,1968.0,9.0,5.0,80.0,2.0
42,1968.0,9.0,5.0,90.0,3.37
43,1968.0,9.0,5.0,100.0,3.72
44,1968.0,9.0,5.0,240.0,0.08
45,1968.0,11.0,11.0,0.0,0.3
46,1968.0,11.0,11.0,5.0,0.1
47,1968.0,11.0,11.0,10.0,0.2
48,1968.0,11.0,11.0,15.0,0.1
49,1968.0,11.0,11.0,20.0,0.6
50,1968.0,11.0,11.0,30.0,0.15
51,1968.0,11.0,11.0,40.0,0.1
52,1968.0,11.0,11.0,50.0,0.75
53,1968.0,11.0,11.0,60.0,0.95
54,1968.0,11.0,11.0,70.0,1.92
55,1968.0,11.0,11.0,80.0,2.7
56,1968.0,11.0,11.0,90.0,3.8
57,1968.0,11.0,11.0,100.0,3.05
58,1968.0,11.0,11.0,125.0,3.58
59,1968.0,11.0,11.0,150.0,0.2
60,1968.0,11.0,11.0,175.0,0.2
61,1968.0,11.0,11.0,200.0,0.2
62,1968.0,11.0,11.0,225.0,0.1
63,1968.0,11.0,11.0,240.0,0.1
64,1969.0,1.0,25.0,0.0,1.0
65,1969.0,1.0,25.0,1.5,1.0
66,1969.0,1.0,25.0,5.0,1.27
67,1969.0,1.0,25.0,10.0,1.27
68,1969.0,1.0,25.0,15.0,1.55
69,1969.0,1.0,25.0,20.0,1.43
70,1969.0,1.0,25.0,30.0,1.23
71,1969.0,1.0,25.0,40.0,1.47
72,1969.0,1.0,25.0,50.0,1.65
73,1969.0,1.0,25.0,60.0,1.7
74,1969.0,1.0,25.0,70.0,2.15
75,1969.0,1.0,25.0,80.0,2.35
76,1969.0,1.0,25.0,90.0,2.85
77,1969.0,1.0,25.0,100.0,4.5
78,1969.0,1.0,25.0,125.0,4.05
79,1969.0,1.0,25.0,150.0,0.6
80,1969.0,1.0,25.0,175.0,0.4
81,1969.0,1.0,25.0,200.0,1.05
82,1969.0,1.0,25.0,225.0,0.75
83,1969.0,1.0,25.0,240.0,0.75
84,1969.0,3.0,4.0,0.5,2.02
85,1969.0,3.0,4.0,5.0,2.07
86,1969.0,3.0,4.0,10.0,2.06
87,1969.0,3.0,4.0,15.0,2.06
88,1969.0,3.0,4.0,20.0,2.06
89,1969.0,3.0,4.0,30.0,2.05
90,1969.0,3.0,4.0,40.0,2.26
91,1969.0,3.0,4.0,50.0,2.3
92,1969.0,3.0,4.0,60.0,2.42
93,1969.0,3.0,4.0,70.0,3.54
94,1969.0,3.0,4.0,80.0,5.78
95,1969.0,3.0,4.0,100.0,6.11
96,1969.0,3.0,4.0,125.0,0.51
97,1969.0,3.0,4.0,150.0,0.0
98,1969.0,3.0,4.0,175.0,0.0
99,1969.0,3.0,4.0,200.0,0.0
100,1969.0,3.0,4.0,225.0,0.0
101,1969.0,3.0,4.0,240.0,0.0
102,1969.0,3.0,5.0,0.5,2.11
103,1969.0,3.0,5.0,10.0,2.11
104,1969.0,3.0,5.0,30.0,2.1
105,1969.0,3.0,5.0,50.0,2.24
106,1969.0,3.0,8.0,1.0,2.24
107,1969.0,3.0,8.0,5.0,2.24
108,1969.0,3.0,8.0,10.0,2.24
109,1969.0,3.0,8.0,15.0,2.23
110,1969.0,3.0,8.0,20.0,2.22
111,1969.0,3.0,8.0,30.0,2.24
112,1969.0,3.0,8.0,40.0,2.28
113,1969.0,3.0,8.0,50.0,2.31
114,1969.0,3.0,8.0,60.0,2.46
115,1969.0,3.0,8.0,70.0,5.55
116,1969.0,3.0,8.0,80.0,5.88
117,1969.0,3.0,8.0,100.0,6.38
118,1969.0,3.0,8.0,125.0,5.01
119,1969.0,3.0,8.0,150.0,0.0
120,1969.0,3.0,8.0,175.0,0.0
121,1969.0,3.0,8.0,200.0,0.0
122,1969.0,3.0,8.0,225.0,0.0
123,1969.0,3.0,8.0,233.0,0.0
124,1969.0,3.0,28.0,1.5,2.87
125,1969.0,3.0,28.0,5.0,3.14
126,1969.0,3.0,28.0,10.0,2.9
127,1969.0,4.0,19.0,0.0,0.1
128,1969.0,4.0,19.0,5.0,0.1
129,1969.0,4.0,19.0,10.0,0.1
130,1969.0,4.0,19.0,15.0,0.1
131,1969.0,4.0,19.0,20.0,0.2
132,1969.0,4.0,19.0,30.0,0.1
133,1969.0,4.0,19.0,40.0,0.65
134,1969.0,4.0,19.0,50.0,0.9
135,1969.0,4.0,19.0,60.0,3.25
136,1969.0,4.0,19.0,70.0,3.2
137,1969.0,4.0,19.0,80.0,4.85
138,1969.0,4.0,19.0,90.0,5.95
139,1969.0,4.0,19.0,100.0,7.1
140,1969.0,4.0,19.0,125.0,2.45
141,1969.0,4.0,19.0,150.0,0.1
142,1969.0,4.0,19.0,175.0,0.1
143,1969.0,4.0,19.0,200.0,0.1
144,1969.0,4.0,19.0,225.0,0.1
145,1969.0,4.0,19.0,240.0,0.1
146,1969.0,5.0,18.0,0.5,0.14
147,1969.0,5.0,18.0,10.0,0.14
148,1969.0,5.0,18.0,20.0,0.14
149,1969.0,5.0,18.0,30.0,0.14
150,1969.0,5.0,18.0,40.0,0.36
151,1969.0,5.0,18.0,50.0,2.55
152,1969.0,5.0,18.0,60.0,4.48
153,1969.0,5.0,18.0,70.0,5.09
154,1969.0,5.0,18.0,80.0,5.44
155,1969.0,5.0,18.0,90.0,5.65
156,1969.0,5.0,18.0,100.0,5.59
157,1969.0,5.0,18.0,110.0,4.25
158,1969.0,8.0,7.0,0.5,0.09
159,1969.0,8.0,7.0,10.0,0.01
160,1969.0,8.0,7.0,20.0,0.0
161,1969.0,8.0,7.0,30.0,0.06
162,1969.0,8.0,7.0,40.0,0.87
163,1969.0,8.0,7.0,50.0,0.03
164,1969.0,8.0,7.0,60.0,0.08
165,1969.0,8.0,7.0,70.0,2.61
166,1969.0,8.0,7.0,80.0,3.87
167,1969.0,8.0,7.0,90.0,4.13
168,1969.0,8.0,7.0,100.0,5.73
169,1969.0,8.0,7.0,110.0,4.47
170,1969.0,8.0,7.0,125.0,3.82
171,1969.0,8.0,7.0,150.0,1.42
172,1969.0,8.0,7.0,200.0,0.0
173,1969.0,8.0,7.0,240.0,0.0
174,1969.0,10.0,6.0,0.5,0.06
175,1969.0,10.0,6.0,5.0,0.07
176,1969.0,10.0,6.0,10.0,0.08
177,1969.0,10.0,6.0,15.0,0.08
178,1969.0,10.0,6.0,20.0,0.06
179,1969.0,10.0,6.0,30.0,0.05
180,1969.0,10.0,6.0,40.0,0.11
181,1969.0,10.0,6.0,50.0,0.19
182,1969.0,10.0,6.0,60.0,1.14
183,1969.0,10.0,6.0,70.0,3.05
184,1969.0,10.0,6.0,90.0,5.17
185,1969.0,10.0,6.0,100.0,5.27
186,1969.0,10.0,6.0,110.0,4.88
187,1969.0,10.0,6.0,125.0,3.94
188,1969.0,10.0,6.0,150.0,3.94
189,1969.0,10.0,6.0,175.0,0.0
190,1969.0,10.0,6.0,200.0,0.0
191,1969.0,10.0,6.0,225.0,0.66
192,1969.0,10.0,6.0,240.0,1.21
193,1969.0,10.0,11.0,0.5,0.21
194,1969.0,10.0,11.0,10.0,0.21
195,1969.0,10.0,11.0,20.0,0.21
196,1969.0,10.0,11.0,30.0,0.21
197,1969.0,10.0,11.0,40.0,0.23
198,1969.0,10.0,11.0,50.0,1.58
199,1969.0,10.0,11.0,60.0,2.26
200,1969.0,10.0,11.0,80.0,3.65
201,1969.0,10.0,11.0,90.0,4.46
202,1969.0,10.0,11.0,100.0,5.8
203,1969.0,10.0,11.0,110.0,5.02
204,1969.0,10.0,11.0,125.0,3.96
205,1969.0,10.0,11.0,150.0,3.81
206,1969.0,10.0,11.0,175.0,0.0
207,1969.0,10.0,11.0,200.0,0.0
208,1969.0,10.0,11.0,225.0,0.0
209,1969.0,10.0,11.0,235.0,0.0
210,1969.0,10.0,20.0,0.5,0.06
211,1969.0,10.0,20.0,10.0,0.06
212,1969.0,10.0,20.0,30.0,0.06
213,1969.0,10.0,20.0,50.0,0.18
214,1969.0,10.0,20.0,70.0,2.38
215,1969.0,10.0,20.0,100.0,5.5
216,1969.0,10.0,20.0,125.0,3.97
217,1969.0,10.0,20.0,150.0,3.2
218,1969.0,10.0,20.0,175.0,0.0
219,1969.0,10.0,20.0,200.0,0.0
220,1969.0,10.0,20.0,225.0,3.24
221,1969.0,10.0,20.0,240.0,4.1
222,1969.0,11.0,15.0,0.0,0.38
223,1969.0,11.0,15.0,5.0,0.42
224,1969.0,11.0,15.0,10.0,0.43
225,1969.0,11.0,15.0,15.0,0.3
226,1969.0,11.0,15.0,20.0,0.32
227,1969.0,11.0,15.0,30.0,0.32
228,1969.0,11.0,15.0,40.0,0.31
229,1969.0,11.0,15.0,50.0,0.32
230,1969.0,11.0,15.0,60.0,0.35
231,1969.0,11.0,15.0,70.0,1.18
232,1969.0,11.0,15.0,80.0,2.06
233,1969.0,11.0,15.0,90.0,2.65
234,1969.0,11.0,15.0,100.0,2.46
235,1969.0,11.0,15.0,125.0,2.14
236,1969.0,11.0,15.0,150.0,2.23
237,1969.0,11.0,15.0,175.0,1.13
238,1969.0,11.0,15.0,200.0,2.27
239,1969.0,11.0,15.0,225.0,3.51
240,1969.0,11.0,15.0,240.0,2.66
241,1969.0,11.0,24.0,0.0,0.56
242,1969.0,11.0,24.0,5.0,0.6
243,1969.0,11.0,24.0,10.0,0.61
244,1969.0,11.0,24.0,15.0,0.36
245,1969.0,11.0,24.0,20.0,0.44
246,1969.0,11.0,24.0,30.0,0.4
247,1969.0,11.0,24.0,40.0,0.35
248,1969.0,11.0,24.0,50.0,0.4
249,1969.0,11.0,24.0,60.0,0.9
250,1969.0,11.0,24.0,70.0,1.71
251,1969.0,11.0,24.0,80.0,2.86
252,1969.0,11.0,24.0,90.0,3.09
253,1969.0,11.0,24.0,100.0,2.42
254,1969.0,11.0,24.0,125.0,2.44
255,1969.0,11.0,24.0,150.0,2.3
256,1969.0,11.0,24.0,175.0,1.88
257,1969.0,11.0,24.0,200.0,3.75
258,1969.0,11.0,24.0,225.0,3.76
259,1969.0,11.0,24.0,240.0,2.68
260,1969.0,11.0,25.0,0.0,0.67
261,1969.0,11.0,25.0,5.0,0.79
262,1969.0,11.0,25.0,10.0,0.58
263,1969.0,11.0,25.0,15.0,0.45
264,1969.0,11.0,25.0,20.0,0.46
265,1969.0,11.0,25.0,30.0,0.46
266,1969.0,11.0,25.0,40.0,0.38
267,1969.0,11.0,25.0,50.0,0.32
268,1969.0,11.0,25.0,60.0,0.59
269,1969.0,11.0,25.0,70.0,1.69
270,1969.0,11.0,25.0,80.0,2.27
271,1969.0,11.0,25.0,90.0,2.52
272,1969.0,11.0,25.0,100.0,2.98
273,1969.0,11.0,25.0,125.0,2.46
274,1969.0,11.0,25.0,150.0,2.2
275,1969.0,11.0,25.0,175.0,2.42
276,1969.0,11.0,25.0,200.0,4.52
277,1969.0,11.0,25.0,225.0,3.43
278,1969.0,11.0,25.0,240.0,3.91
279,1969.0,12.0,2.0,0.5,0.52
280,1969.0,12.0,2.0,5.0,0.64
281,1969.0,12.0,2.0,10.0,0.64
282,1969.0,12.0,2.0,15.0,0.64
283,1969.0,12.0,2.0,20.0,0.64
284,1969.0,12.0,2.0,30.0,0.64
285,1969.0,12.0,2.0,40.0,0.64
286,1969.0,12.0,2.0,50.0,0.64
287,1969.0,12.0,2.0,55.0,0.64
288,1969.0,12.0,2.0,64.0,0.67
289,1969.0,12.0,2.0,73.0,3.66
290,1969.0,12.0,2.0,80.0,4.37
291,1969.0,12.0,2.0,86.0,5.03
292,1969.0,12.0,2.0,93.0,5.61
293,1969.0,12.0,2.0,106.0,5.27
294,1969.0,12.0,2.0,128.0,4.47
295,1969.0,12.0,2.0,152.0,4.31
296,1969.0,12.0,2.0,174.0,4.57
297,1969.0,12.0,2.0,199.0,6.28
298,1969.0,12.0,2.0,212.0,6.73
299,1969.0,12.0,10.0,0.5,0.76
300,1969.0,12.0,10.0,10.0,0.75
301,1969.0,12.0,10.0,20.0,0.75
302,1969.0,12.0,10.0,30.0,0.75
303,1969.0,12.0,10.0,40.0,0.74
304,1969.0,12.0,10.0,50.0,0.8
305,1969.0,12.0,10.0,60.0,0.9
306,1969.0,12.0,10.0,70.0,3.43
307,1969.0,12.0,10.0,80.0,4.9
308,1969.0,12.0,10.0,90.0,5.68
309,1969.0,12.0,10.0,100.0,5.49
310,1969.0,12.0,10.0,110.0,4.46
311,1969.0,12.0,10.0,125.0,4.36
312,1969.0,12.0,10.0,150.0,4.37
313,1969.0,12.0,10.0,175.0,4.01
314,1969.0,12.0,10.0,200.0,6.32
315,1969.0,12.0,10.0,225.0,7.05
316,1969.0,12.0,10.0,240.0,7.15
317,1970.0,1.0,15.0,0.0,0.89
318,1970.0,1.0,15.0,1.5,0.89
319,1970.0,1.0,15.0,5.0,0.88
320,1970.0,1.0,15.0,10.0,1.06
321,1970.0,1.0,15.0,15.0,0.74
322,1970.0,1.0,15.0,20.0,0.66
323,1970.0,1.0,15.0,30.0,0.81
324,1970.0,1.0,15.0,40.0,0.65
325,1970.0,1.0,15.0,50.0,0.6
326,1970.0,1.0,15.0,60.0,0.79
327,1970.0,1.0,15.0,70.0,1.09
328,1970.0,1.0,15.0,80.0,0.99
329,1970.0,1.0,15.0,90.0,1.36
330,1970.0,1.0,15.0,100.0,1.12
331,1970.0,1.0,15.0,125.0,1.49
332,1970.0,1.0,15.0,150.0,1.78
333,1970.0,1.0,15.0,175.0,1.61
334,1970.0,1.0,15.0,200.0,1.61
335,1970.0,1.0,15.0,225.0,2.58
336,1970.0,1.0,15.0,240.0,2.61
337,1970.0,3.0,27.0,1.0,2.16
338,1970.0,3.0,27.0,1.5,2.16
339,1970.0,3.0,27.0,10.0,2.25
340,1970.0,3.0,27.0,19.0,2.29
341,1970.0,3.0,27.0,29.0,2.3
342,1970.0,3.0,27.0,39.0,2.78
343,1970.0,3.0,27.0,48.0,2.98
344,1970.0,3.0,27.0,58.0,3.04
345,1970.0,3.0,27.0,66.0,3.18
346,1970.0,3.0,27.0,75.0,4.24
347,1970.0,3.0,27.0,84.0,3.91
348,1970.0,3.0,27.0,93.0,5.18
349,1970.0,3.0,27.0,103.0,5.65
350,1970.0,3.0,27.0,117.0,5.48
351,1970.0,3.0,27.0,140.0,5.07
352,1970.0,3.0,27.0,163.0,5.78
353,1970.0,3.0,27.0,186.0,6.44
354,1970.0,3.0,27.0,210.0,7.08
355,1970.0,3.0,27.0,224.0,7.22
356,1970.0,3.0,27.0,238.0,7.45
357,1970.0,4.0,3.0,1.0,2.85
358,1970.0,4.0,3.0,10.0,2.72
359,1970.0,4.0,3.0,20.0,2.6
360,1970.0,4.0,3.0,30.0,2.56
361,1970.0,4.0,3.0,40.0,2.65
362,1970.0,4.0,3.0,50.0,2.56
363,1970.0,4.0,3.0,60.0,2.64
364,1970.0,4.0,3.0,70.0,2.81
365,1970.0,4.0,3.0,80.0,4.18
366,1970.0,4.0,3.0,90.0,3.76
367,1970.0,4.0,3.0,100.0,5.85
368,1970.0,4.0,3.0,110.0,5.94
369,1970.0,4.0,3.0,125.0,5.2
370,1970.0,4.0,3.0,150.0,5.24
371,1970.0,4.0,3.0,175.0,6.55
372,1970.0,4.0,3.0,200.0,6.79
373,1970.0,4.0,3.0,225.0,7.31
374,1970.0,4.0,3.0,235.0,7.73
375,1970.0,4.0,16.0,1.5,1.6
376,1970.0,4.0,22.0,1.5,2.2
377,1970.0,5.0,18.0,1.0,0.09
378,1970.0,5.0,18.0,10.0,0.09
379,1970.0,5.0,18.0,20.0,0.08
380,1970.0,5.0,18.0,30.0,0.1
381,1970.0,5.0,18.0,40.0,0.4
382,1970.0,5.0,18.0,50.0,0.39
383,1970.0,5.0,18.0,60.0,2.81
384,1970.0,5.0,18.0,70.0,3.15
385,1970.0,5.0,18.0,80.0,4.75
386,1970.0,5.0,18.0,90.0,5.82
387,1970.0,5.0,18.0,100.0,6.5
388,1970.0,5.0,18.0,110.0,6.21
389,1970.0,5.0,18.0,125.0,5.92
390,1970.0,5.0,18.0,150.0,4.97
391,1970.0,5.0,18.0,175.0,5.78
392,1970.0,5.0,18.0,200.0,6.58
393,1970.0,5.0,18.0,225.0,7.19
394,1970.0,5.0,18.0,235.0,7.11
395,1970.0,6.0,8.0,0.0,0.27
396,1970.0,6.0,8.0,5.0,0.12
397,1970.0,6.0,8.0,10.0,0.11
398,1970.0,6.0,8.0,15.0,0.1
399,1970.0,6.0,8.0,20.0,0.1
400,1970.0,6.0,8.0,30.0,0.1
401,1970.0,6.0,8.0,40.0,0.1
402,1970.0,6.0,8.0,50.0,0.1
403,1970.0,6.0,8.0,60.0,0.1
404,1970.0,6.0,8.0,70.0,2.01
405,1970.0,6.0,8.0,80.0,1.58
406,1970.0,6.0,8.0,90.0,2.1
407,1970.0,6.0,8.0,100.0,2.43
408,1970.0,6.0,8.0,125.0,2.48
409,1970.0,6.0,8.0,150.0,2.53
410,1970.0,6.0,8.0,175.0,2.45
411,1970.0,6.0,8.0,200.0,3.27
412,1970.0,6.0,8.0,225.0,3.04
413,1970.0,6.0,8.0,237.0,3.25
414,1970.0,6.0,9.0,0.0,0.1
415,1970.0,6.0,9.0,10.0,0.1
416,1970.0,6.0,9.0,30.0,0.1
417,1970.0,6.0,9.0,50.0,0.12
418,1970.0,6.0,9.0,70.0,0.15
419,1970.0,6.0,9.0,100.0,2.22
420,1970.0,6.0,9.0,125.0,2.83
421,1970.0,6.0,9.0,150.0,2.53
422,1970.0,6.0,9.0,175.0,3.1
423,1970.0,6.0,9.0,200.0,2.73
424,1970.0,6.0,9.0,225.0,3.54
425,1970.0,6.0,9.0,240.0,3.19
426,1970.0,9.0,3.0,0.0,0.1
427,1970.0,9.0,3.0,5.0,0.1
428,1970.0,9.0,3.0,10.0,0.1
429,1970.0,9.0,3.0,15.0,0.1
430,1970.0,9.0,3.0,20.0,0.1
431,1970.0,9.0,3.0,30.0,0.1
432,1970.0,9.0,3.0,40.0,0.1
433,1970.0,9.0,3.0,50.0,0.1
434,1970.0,9.0,3.0,60.0,0.71
435,1970.0,9.0,3.0,70.0,0.79
436,1970.0,9.0,3.0,80.0,1.07
437,1970.0,9.0,3.0,90.0,1.91
438,1970.0,9.0,3.0,100.0,2.99
439,1970.0,9.0,3.0,125.0,3.25
440,1970.0,9.0,3.0,150.0,3.58
441,1970.0,9.0,3.0,175.0,3.98
442,1970.0,9.0,3.0,200.0,4.45
443,1970.0,9.0,3.0,225.0,4.66
444,1970.0,9.0,3.0,240.0,4.8
445,1970.0,10.0,15.0,0.0,0.4
446,1970.0,10.0,15.0,5.0,0.36
447,1970.0,10.0,15.0,15.0,0.24
448,1970.0,10.0,15.0,20.0,0.28
449,1970.0,10.0,15.0,30.0,0.27
450,1970.0,10.0,15.0,40.0,0.72
451,1970.0,10.0,15.0,50.0,0.92
452,1970.0,10.0,15.0,60.0,1.35
453,1970.0,10.0,15.0,70.0,1.65
454,1970.0,10.0,15.0,80.0,1.86
455,1970.0,10.0,15.0,90.0,2.76
456,1970.0,10.0,15.0,100.0,3.19
457,1970.0,10.0,15.0,125.0,3.67
458,1970.0,10.0,15.0,150.0,4.23
459,1970.0,10.0,15.0,175.0,4.8
460,1970.0,10.0,15.0,200.0,5.01
461,1970.0,10.0,15.0,225.0,7.14
462,1970.0,10.0,15.0,237.0,6.36
463,1970.0,11.0,6.0,5.0,0.44
464,1970.0,11.0,6.0,10.0,0.46
465,1970.0,11.0,6.0,20.0,0.52
466,1970.0,11.0,6.0,30.0,0.45
467,1970.0,11.0,6.0,40.0,0.45
468,1970.0,11.0,6.0,50.0,0.76
469,1970.0,11.0,6.0,60.0,1.19
470,1970.0,11.0,6.0,70.0,2.85
471,1970.0,11.0,6.0,80.0,3.45
472,1970.0,11.0,6.0,90.0,4.75
473,1970.0,11.0,6.0,100.0,5.52
474,1970.0,11.0,6.0,110.0,6.71
475,1970.0,11.0,6.0,125.0,6.9
476,1970.0,11.0,6.0,150.0,6.23
477,1970.0,11.0,6.0,175.0,6.95
478,1970.0,11.0,6.0,200.0,7.74
479,1970.0,11.0,6.0,240.0,9.53
480,1971.0,1.0,14.0,0.0,1.64
481,1971.0,1.0,14.0,5.0,1.81
482,1971.0,1.0,14.0,10.0,1.83
483,1971.0,1.0,14.0,15.0,1.34
484,1971.0,1.0,14.0,20.0,1.36
485,1971.0,1.0,14.0,30.0,1.21
486,1971.0,1.0,14.0,40.0,1.21
487,1971.0,1.0,14.0,50.0,1.24
488,1971.0,1.0,14.0,60.0,1.17
489,1971.0,1.0,14.0,70.0,3.13
490,1971.0,1.0,14.0,80.0,2.9
491,1971.0,1.0,14.0,90.0,2.93
492,1971.0,1.0,14.0,100.0,3.79
493,1971.0,1.0,14.0,125.0,3.79
494,1971.0,1.0,14.0,150.0,3.96
495,1971.0,1.0,14.0,175.0,4.61
496,1971.0,1.0,14.0,200.0,4.65
497,1971.0,1.0,14.0,225.0,5.28
498,1971.0,1.0,14.0,240.0,6.18
499,1971.0,2.0,19.0,0.5,2.34
500,1971.0,2.0,19.0,1.5,2.34
501,1971.0,2.0,19.0,10.0,2.28
502,1971.0,2.0,19.0,20.0,2.34
503,1971.0,2.0,19.0,30.0,2.42
504,1971.0,2.0,19.0,40.0,2.41
505,1971.0,2.0,19.0,50.0,2.96
506,1971.0,2.0,19.0,60.0,3.64
507,1971.0,2.0,19.0,70.0,4.45
508,1971.0,2.0,19.0,80.0,5.19
509,1971.0,2.0,19.0,90.0,5.95
510,1971.0,2.0,19.0,100.0,6.58
511,1971.0,2.0,19.0,110.0,6.71
512,1971.0,2.0,19.0,125.0,7.27
513,1971.0,2.0,19.0,150.0,7.06
514,1971.0,2.0,19.0,175.0,7.18
515,1971.0,2.0,19.0,200.0,8.15
516,1971.0,2.0,19.0,225.0,8.97
517,1971.0,2.0,19.0,240.0,8.69
518,1971.0,3.0,29.0,0.5,2.52
519,1971.0,3.0,29.0,1.5,2.52
520,1971.0,3.0,29.0,10.0,2.51
521,1971.0,3.0,29.0,20.0,2.58
522,1971.0,3.0,29.0,30.0,2.82
523,1971.0,3.0,29.0,40.0,2.84
524,1971.0,3.0,29.0,50.0,2.91
525,1971.0,3.0,29.0,60.0,3.5
526,1971.0,3.0,29.0,70.0,3.84
527,1971.0,3.0,29.0,80.0,5.19
528,1971.0,3.0,29.0,90.0,5.04
529,1971.0,3.0,29.0,100.0,6.04
530,1971.0,3.0,29.0,110.0,6.6
531,1971.0,3.0,29.0,125.0,6.74
532,1971.0,3.0,29.0,150.0,6.74
533,1971.0,3.0,29.0,175.0,6.64
534,1971.0,3.0,29.0,200.0,7.09
535,1971.0,3.0,29.0,225.0,7.24
536,1971.0,3.0,29.0,240.0,7.99
537,1971.0,4.0,22.0,0.0,2.5
538,1971.0,4.0,22.0,1.5,2.5
539,1971.0,4.0,22.0,5.0,2.55
540,1971.0,4.0,22.0,10.0,2.7
541,1971.0,4.0,22.0,15.0,2.04
542,1971.0,4.0,22.0,20.0,2.04
543,1971.0,4.0,22.0,30.0,1.93
544,1971.0,4.0,22.0,40.0,2.51
545,1971.0,4.0,22.0,50.0,2.11
546,1971.0,4.0,22.0,60.0,3.18
547,1971.0,4.0,22.0,70.0,3.08
548,1971.0,4.0,22.0,80.0,3.6
549,1971.0,4.0,22.0,90.0,4.1
550,1971.0,4.0,22.0,100.0,4.13
551,1971.0,4.0,22.0,125.0,4.73
552,1971.0,4.0,22.0,150.0,4.46
553,1971.0,4.0,22.0,175.0,5.22
554,1971.0,4.0,22.0,200.0,5.32
555,1971.0,4.0,22.0,225.0,5.71
556,1971.0,4.0,22.0,235.0,4.33
557,1971.0,5.0,26.0,1.0,0.12
558,1971.0,5.0,26.0,10.0,0.09
559,1971.0,5.0,26.0,20.0,0.09
560,1971.0,5.0,26.0,30.0,0.11
561,1971.0,5.0,26.0,40.0,0.16
562,1971.0,5.0,26.0,50.0,0.21
563,1971.0,5.0,26.0,60.0,0.16
564,1971.0,5.0,26.0,70.0,1.43
565,1971.0,5.0,26.0,80.0,3.6
566,1971.0,5.0,26.0,90.0,4.3
567,1971.0,5.0,26.0,100.0,5.3
568,1971.0,5.0,26.0,110.0,6.01
569,1971.0,5.0,26.0,125.0,6.28
570,1971.0,5.0,26.0,150.0,6.22
571,1971.0,5.0,26.0,175.0,3.62
572,1971.0,5.0,26.0,200.0,5.94
573,1971.0,5.0,26.0,225.0,7.12
574,1971.0,5.0,26.0,240.0,0.25
575,1971.0,8.0,9.0,1.0,0.34
576,1971.0,8.0,9.0,10.0,0.28
577,1971.0,8.0,9.0,20.0,0.19
578,1971.0,8.0,9.0,30.0,0.1
579,1971.0,8.0,9.0,40.0,0.1
580,1971.0,8.0,9.0,50.0,0.12
581,1971.0,8.0,9.0,60.0,0.17
582,1971.0,8.0,9.0,70.0,2.39
583,1971.0,8.0,9.0,80.0,3.22
584,1971.0,8.0,9.0,90.0,5.3
585,1971.0,8.0,9.0,100.0,5.78
586,1971.0,8.0,9.0,110.0,7.0
587,1971.0,8.0,9.0,125.0,8.12
588,1971.0,8.0,9.0,150.0,8.24
589,1971.0,8.0,9.0,175.0,4.33
590,1971.0,8.0,9.0,200.0,4.4
591,1971.0,8.0,9.0,225.0,1.08
592,1971.0,8.0,9.0,238.0,0.0
593,1971.0,8.0,19.0,0.0,0.22
594,1971.0,8.0,19.0,5.0,0.14
595,1971.0,8.0,19.0,10.0,0.11
596,1971.0,8.0,19.0,15.0,0.1
597,1971.0,8.0,19.0,20.0,0.1
598,1971.0,8.0,19.0,30.0,0.1
599,1971.0,8.0,19.0,40.0,0.11
600,1971.0,8.0,19.0,50.0,0.34
601,1971.0,8.0,19.0,60.0,1.25
602,1971.0,8.0,19.0,70.0,1.99
603,1971.0,8.0,19.0,80.0,4.11
604,1971.0,8.0,19.0,90.0,4.8
605,1971.0,8.0,19.0,100.0,5.66
606,1971.0,8.0,19.0,125.0,7.39
